name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
MosesIgb,https://www.nairaland.com/mosesigb,Lagos,"May 26, 2013","3:56pm On Jul 22, 2017",The application of GIS is limited only by the imagination of those who use it.,m,,23 days & 17 hours,103,5
Afam4eva,https://www.nairaland.com/afam4eva,,"June 06, 2006",11:41am On Jul 24,,m,afam4eva,1 year & 6 months,36346,496
fistonati,https://www.nairaland.com/fistonati,,"August 11, 2013",12:48am On Jul 27,"There are two types of people in this life: Those who get things done; and those who take the glory. If you want to be happy, stay with the first group. There's far less competition there.",m,@afeesto,1 month & 13 days,2580,17
rufychuks,https://www.nairaland.com/rufychuks,,"August 04, 2012","12:41am On May 05, 2021",,,,2 months & 2 days,227,4
alikodangote141,https://www.nairaland.com/alikodangote141,,"August 09, 2014","8:43am On Aug 10, 2014",,,,46 minutes & 31 seconds,1,0
obidevine,https://www.nairaland.com/obidevine,Lagos.,"October 03, 2013",5:01pm,"Making my way up.,In God I trust",m,@devyneze,2 months & 3 days,5569,450
Jason713,https://www.nairaland.com/jason713,,"September 07, 2014","2:24am On Jan 12, 2015",,,,1 hour & 54 minutes,36,0
realworldtech,https://www.nairaland.com/realworldtech,,"October 27, 2014","7:56am On Oct 29, 2014",,,,10 minutes & 8 seconds,1,0
kehzofficial,https://www.nairaland.com/kehzofficial,,"December 16, 2013","11:42pm On Oct 23, 2016",,,,10 hours & 7 minutes,50,2
lovelyadeola,https://www.nairaland.com/lovelyadeola,I live next to my Neighbor's House,"October 24, 2013",2:46pm On Jul 27,,m,lovelyadeola,3 months & 3 days,1167,60
isioexcel,https://www.nairaland.com/isioexcel,,"September 24, 2009",10:50pm On Mar 01,,,,3 hours & 9 minutes,1,0
leofisher,https://www.nairaland.com/leofisher,,"August 13, 2013","12:21pm On Dec 09, 2015",,,,2 days & 16 hours,246,170
okpoko,https://www.nairaland.com/okpoko,,"August 12, 2008","8:55am On Apr 14, 2015",,,,1 hour & 45 minutes,25,0
Okwori12,https://www.nairaland.com/okwori12,Makurdi,"December 31, 2014",10:13pm,"Be truthful, that's the best way to earn trust.",m,,28 days & 20 hours,1242,392
tonydrill,https://www.nairaland.com/tonydrill,,"May 16, 2015","5:58pm On May 16, 2015",,,,12 minutes & 32 seconds,2,0
iamjane,https://www.nairaland.com/iamjane,,"July 10, 2014",11:57pm On Feb 16,,f,,9 days & 15 hours,235,19
iambest,https://www.nairaland.com/iambest,,"January 20, 2015","11:59am On Aug 24, 2015",,,,4 days & 20 hours,129,0
LamiHandsome,https://www.nairaland.com/lamihandsome,Ogun,"March 22, 2015","5:58pm On Nov 14, 2021",Be the change you want to see in people ,m,,9 days & 1 hour,249,35
oluwalatte1,https://www.nairaland.com/oluwalatte1,,"July 17, 2013",7:20pm On Jul 28,,,,11 days & 20 hours,142,2
Godwinsilas,https://www.nairaland.com/godwinsilas,,"June 16, 2013","3:13pm On Sep 20, 2018",,m,,23 days & 3 hours,483,90
reelpoint,https://www.nairaland.com/reelpoint,Lagos state,"August 16, 2013","11:06am On May 15, 2020",add me on BBMC for all ur interior works : C003231C1,m,@ifeadeyinka,4 days & 22 hours,27,1
Reach87,https://www.nairaland.com/reach87,Enugu,"March 15, 2016","11:47am On Jun 23, 2017",FRIENDSHIP IS THE FOUNDATION ON WHICH TRUE LOVE IS BUILT ON,m,ChidiOgbughalu,5 days & 15 hours,39,10
bekamoi,https://www.nairaland.com/bekamoi,,"December 08, 2013","2:00am On Jul 23, 2017",,,,28 minutes & 13 seconds,5,0
bosa1,https://www.nairaland.com/bosa1,Nigeria,"June 26, 2011",2:55pm On Apr 11,To generate ideas,m,,8 days & 4 hours,416,134
Williams0s,https://www.nairaland.com/williams0s,,"August 04, 2016","3:05pm On Dec 08, 2017",,,,1 day & 10 hours,13,6
jufurma,https://www.nairaland.com/jufurma,,"December 09, 2016",8:19pm,,,,4 days & 5 hours,39,1
TagNaija,https://www.nairaland.com/tagnaija,,"February 11, 2017","11:04am On Jan 25, 2020",,m,,1 day & 3 hours,6,0
ibiboss,https://www.nairaland.com/ibiboss,,"August 10, 2014","7:50pm On Jul 15, 2020",,,,4 days & 8 hours,466,27
SirMichael1,https://www.nairaland.com/sirmichael1,"Cairo, EGYPT","August 22, 2015",10:58am On Jul 28,Quid Pro Quo,,,3 months & 21 days,5153,40
Stegomiah,https://www.nairaland.com/stegomiah,,"December 11, 2012","9:27pm On Feb 22, 2021",,,,3 months & 24 days,1688,184
Sandrea,https://www.nairaland.com/sandrea,,"July 12, 2017","2:36pm On Jul 18, 2017",,f,,2 hours & 28 minutes,4,1
homolespecial01,https://www.nairaland.com/homolespecial01,everywhere,"October 19, 2014","4:02pm On Jul 25, 2017"," Whatever you give to life, it gives you back. So give your best.""",m,@omolecharles,6 days & 7 hours,6,4
djkotech,https://www.nairaland.com/djkotech,Lagos,"July 31, 2017",10:03pm On Jun 26,OIMSB,m,iam_djkotech,1 day & 17 hours,162,61
mbadare,https://www.nairaland.com/mbadare,,"September 07, 2017","8:04pm On Jan 16, 2018",,,,1 hour,6,0
titus1,https://www.nairaland.com/titus1,,"September 05, 2009",3:41am On Mar 25,,,,1 day & 22 hours,43,33
hopefulLandlord,https://www.nairaland.com/hopefullandlord,"Earth, future location is Mars","November 19, 2015",10:17pm,"I'm a Real Madrid fan, Antitheist, Pastafarian and Blasphemer; I'm vehemently against autocracy, kleptocracy and theocracy. everything else is too personal to mention *winks*",,I'm not a bird,6 months & 27 days,16019,23
Mobileman829,https://www.nairaland.com/mobileman829,,"May 24, 2016",12:55pm On Jun 23,Build your dream today,m,,2 days & 4 hours,359,17
NaLaugh,https://www.nairaland.com/nalaugh,I wonder,"January 22, 2013",1:50am On Jun 23,"Knock Knock.. Who's there?.. You, in my profile!",,,1 month & 3 days,2832,125
kaysy,https://www.nairaland.com/kaysy,"Lagos, Nigeria","October 08, 2008",8:42pm,"[b][color=#000099]And as you wish that men should do to you, do to them likewise.[/color][/b]",m,,7 months & 21 days,2392,273
Emyo,https://www.nairaland.com/emyo,Kogi man,"November 09, 2011",8:01pm,,m,,1 month & 12 days,1862,150
Caspian22,https://www.nairaland.com/caspian22,"kano,nigeria","October 06, 2012",11:22pm On Jul 28,,m,@collincaspian,1 month & 26 days,773,58
jejeify,https://www.nairaland.com/jejeify,,"November 05, 2013","6:10pm On Nov 29, 2013",,,,2 hours & 43 minutes,2,0
Simonet,https://www.nairaland.com/simonet,Nigeria,"July 19, 2013","5:36pm On Nov 08, 2019",,,,1 day & 11 hours,177,20
SirTunechi,https://www.nairaland.com/sirtunechi,,"August 02, 2013","11:42pm On Jan 14, 2018",,f,,6 hours & 5 minutes,978,5
daragrams,https://www.nairaland.com/daragrams,"ota, nigeria","May 07, 2008",7:17pm On Jul 28,my dream will take me there,m,,26 days & 5 hours,218,37
nigerianwire,https://www.nairaland.com/nigerianwire,,"June 08, 2013","10:21pm On Apr 22, 2018","The best cable & wire u can get at  d cheapest price,quality,completeness of meters and purely nigerian cable.08035216742",m,,15 hours & 43 minutes,33,19
MikeFPT,https://www.nairaland.com/mikefpt,,"October 21, 2013","6:51am On Jan 07, 2014",,,,2 hours & 35 minutes,6,1
BuddhaPalm,https://www.nairaland.com/buddhapalm,,"October 31, 2013",10:45pm,"""To the soul that knows its own divinity, all else must gravitate"" –––––– Ernest Holmes",m,,5 months & 15 days,5178,21
anulaxad,https://www.nairaland.com/anulaxad,london,"November 08, 2012","1:41am On Dec 30, 2016",,m,,24 days & 8 hours,971,14
upskey,https://www.nairaland.com/upskey,benin,"October 06, 2013","10:07pm On May 24, 2018",Electrical Engineer,m,,16 hours & 27 minutes,15,3
Businesstools,https://www.nairaland.com/businesstools,"Abraka, Delta State","February 08, 2012",2:10pm On Feb 20,,m,,3 months & 4 days,1393,197
goexchanger,https://www.nairaland.com/goexchanger,Nigeria,"July 22, 2013","2:46am On Sep 15, 2017",,m,GO EXCHANGER,13 days & 21 hours,4,2
raffite,https://www.nairaland.com/raffite,,"May 10, 2007","5:09am On Sep 25, 2021",,,,16 days,532,19
neksummi,https://www.nairaland.com/neksummi,Nigeria,"February 06, 2008",9:00am On Jul 11,,m,neksummi,1 month & 15 days,2485,102
Jaytta,https://www.nairaland.com/jaytta,"Abuja, Nigeria","July 31, 2013","2:43pm On Jan 09, 2014","I am a fashion designer. Multi-talented and lover of creativity. Know me and you are made. No bragging! Jaytta is my clothing line. Located at Wuse, Abuja. Contact me on: BB pin:2641B814 or call 08095840240.",f,@jayttacouture,6 hours & 13 minutes,5,0
paul234,https://www.nairaland.com/paul234,,"July 25, 2011",10:51am On May 12,My main focus is to remain focused...,m,,1 month & 11 days,591,48
Basic,https://www.nairaland.com/basic,Lagos,"March 23, 2006",12:59pm On May 15,Basic....No holds barred!,m,@AbassToriola,18 days & 9 hours,774,110
sambisoye,https://www.nairaland.com/sambisoye,,"November 20, 2013","3:32pm On Dec 13, 2013",,,,43 minutes & 5 seconds,2,1
PastorKun,https://www.nairaland.com/pastorkun,Third heaven,"July 28, 2011","3:26pm On Feb 29, 2016","""PHONY Christianity proliferates because shallow Biblically-illiterate people give millions to hucksters. They want cheap thrills, not Truth."" Ken raggio",m,,4 months & 8 days,5730,74
topsyking,https://www.nairaland.com/topsyking,,"August 31, 2012",8:32am On May 16,,,,2 months & 17 days,1130,104
Sermwell,https://www.nairaland.com/sermwell,,"December 25, 2008",10:46pm,Live and let's live,m,,8 months & 16 days,2892,105
mneksummi,https://www.nairaland.com/mneksummi,,"March 06, 2013","11:47am On Sep 25, 2014",,,,9 hours & 28 minutes,33,1
TharyeS,https://www.nairaland.com/tharyes,Nigeria,"November 08, 2010",8:28am On Jun 28,The text is personal by the way.,m,,2 days & 10 hours,169,0
ifyclose2,https://www.nairaland.com/ifyclose2,,"January 18, 2010",1:51am On Jul 23,,m,@ifyclose2,2 months & 19 days,801,269
fizanos,https://www.nairaland.com/fizanos,,"January 09, 2006","9:20am On Feb 23, 2019",,m,,17 days & 17 hours,189,32
ebukaezeh,https://www.nairaland.com/ebukaezeh,"lagos, nigeria","August 02, 2012","12:48am On Jun 09, 2016","  still trying 2 b me",m,dambeet,6 days & 21 hours,51,11
latoya1,https://www.nairaland.com/latoya1,Melbourne australia,"November 28, 2013","2:11pm On Jan 03, 2014",Watch Out!!!,,Nil,2 hours & 29 minutes,8,1
Olynkem,https://www.nairaland.com/olynkem,,"May 08, 2012",7:35pm On Jan 04,,,,5 days & 21 hours,96,19
dondeston,https://www.nairaland.com/dondeston,,"September 01, 2012",11:55am On Apr 07,"Discover How To Make Your Flat/Saggy Breasts, Stronger, Firmer,Fuller And Sexier Naturally, click Here Now ===> http://mrsmercyowiecounsels.com/saggy2.htm",f,,4 days & 10 hours,74,49
ExpressBooking,https://www.nairaland.com/expressbooking,Nigeria,"September 03, 2013",5:05pm,,m,@tryExpressBook,3 months & 2 days,708,33
tpia5,https://www.nairaland.com/tpia5,aussie,"July 02, 2009","3:41am On Jan 07, 2020",,,,4 months & 21 days,30428,112
remolisa,https://www.nairaland.com/remolisa,,"August 25, 2009","7:27am On Jul 29, 2020",,,,6 days & 11 hours,243,236
Rehn,https://www.nairaland.com/rehn,My House,"November 12, 2013","11:28pm On Dec 12, 2016","Believe in your self that you can make it in life and you will surely make it.""if u think you are beaten, then you really are. if u Think u dare nt, you don't, if u would like to win but you think you can't, it's almost certain you won't, life is a bat",m,,5 days & 7 hours,126,10
elvis10ten,https://www.nairaland.com/elvis10ten,,"May 20, 2012","2:32am On Dec 07, 2020","                             ...----....                          ..-:""''         ''""-..                       .-'                      '-.                     .'              .     .       '.                   .'   .          .    .      .    .''.       ",m,,27 days & 11 hours,1147,141
jowhyte,https://www.nairaland.com/jowhyte,,"June 02, 2010",9:51pm,,m,,2 months & 25 days,384,26
castay,https://www.nairaland.com/castay,,"December 12, 2013","6:57am On Jan 06, 2014",,,,1 day & 2 hours,34,26
1sProfit,https://www.nairaland.com/1sprofit,,"September 28, 2013","4:47am On Dec 18, 2013",,,,2 hours & 30 minutes,1,0
funtanherb,https://www.nairaland.com/funtanherb,lagos,"November 27, 2012","6:18pm On Nov 23, 2017",I am a licensed and educated herbalist certified by the lagos state board for traaditional medcine and also a member of the nigeria association of medical herbalist,m,,1 month & 2 days,193,18
Abrahman,https://www.nairaland.com/abrahman,,"October 18, 2012","1:34pm On Feb 07, 2016",,,,4 days & 18 hours,24,0
docconceptscom,https://www.nairaland.com/docconceptscom,LAGOS NIGERIA,"September 30, 2013","12:33pm On May 14, 2020",,," enquirydon@docconcepts ",4 months & 5 days,29464,480
Suntemi,https://www.nairaland.com/suntemi,"Lagos, Nigeria","February 20, 2008",9:59pm,Need to unlock your iPhone? Visit; www.iphoneunlock.com.ng,m,@SuntemiTech,7 months & 14 days,5489,191
DAVEZONIGLTD,https://www.nairaland.com/davezonigltd,"Abuja,Lagos& PHC ","August 03, 2013",12:57pm On Jul 28,Greatness is Mine,,@DavezoNigeria,2 months & 29 days,983,49
Realdeals,https://www.nairaland.com/realdeals,Lagos,"January 27, 2013",9:43am On Jul 15,Get Closer to God and get the RealDeal,m,,10 months & 6 days,4375,425
Teela,https://www.nairaland.com/teela,,"August 26, 2010",3:57pm On Jun 24,,m,,12 days & 1 hour,33,3
DARREG,https://www.nairaland.com/darreg,Benin,"July 02, 2009","6:44pm On Jul 11, 2014",I hate bloggers because they stain my TL with stale news,m,,2 days & 2 hours,187,22
ceasare,https://www.nairaland.com/ceasare,"Lagos,Nigeria","June 14, 2010",6:02pm,,,,5 months & 11 days,1335,12
ekaromail,https://www.nairaland.com/ekaromail,,"February 25, 2010",1:29pm On Jun 04,,,,1 month & 22 days,846,162
LoadedHost,https://www.nairaland.com/loadedhost,"Kaunas, Lithuania","December 22, 2013","2:08pm On Jun 20, 2015",,m,,2 days & 5 hours,97,31
mrgreenn,https://www.nairaland.com/mrgreenn,,"October 14, 2011",3:26pm On Feb 18,,,,23 hours & 55 minutes,32,14
khrisponty,https://www.nairaland.com/khrisponty,Gidi,"September 29, 2011",10:50am On Feb 25,,m,,26 days & 13 hours,140,6
ogzille,https://www.nairaland.com/ogzille,,"August 25, 2009",11:21pm On Jul 26,www.myjobmag.com --->> Job Search Made Easy,m,,2 months & 6 days,1090,171
overboard,https://www.nairaland.com/overboard,,"July 31, 2009",9:28pm,,m,,1 month & 25 days,827,77
tesorifashionho,https://www.nairaland.com/tesorifashionho,,"December 19, 2013","2:11am On Jan 27, 2019",,,,21 hours & 14 minutes,96,28
Robinson84,https://www.nairaland.com/robinson84,,"August 03, 2013","12:00am On May 03, 2015",,m,,1 day,3,0
stephanio,https://www.nairaland.com/stephanio,"lagos,nigeria","September 21, 2007","9:41am On Sep 24, 2021",live life !love life,f,,6 days,31,3
Ashmark,https://www.nairaland.com/ashmark,Lagos State,"November 16, 2011",1:18pm,I love GOD......,m,,2 months & 3 days,974,146
zinfly,https://www.nairaland.com/zinfly,,"February 12, 2012",11:40pm On Jun 29,,,,6 days & 10 hours,64,1
bece,https://www.nairaland.com/bece,,"October 09, 2008","7:16pm On Sep 01, 2016",CAKE DIVA@TASTEOFHEAVEN We make the best of cakes cookies cocktails fingerfood and pastries. We offer trainng on sugarcraf etc. Reach us on 08023175586 from 9am †✽ 7pm monday †✽ saturdays.  We are located in ABUJA fct.,,,3 months & 23 days,608,33
AITACCRAGHANA,https://www.nairaland.com/aitaccraghana,"34 Concam Cres, Accra Accra","May 11, 2013","9:28am On Sep 14, 2021",January Admissions 2021 is in progress. Apply Now,m,http://www.twitter.com/aituniversity,1 day & 20 hours,58,1
Ekilandcom,https://www.nairaland.com/ekilandcom,USA,"December 02, 2013","7:34pm On Jan 08, 2014","www.ekiland.com.       Number ONLINE AFRICAN  shop in  AMERICA.
  We deliver!",,,7 hours & 48 minutes,3,0
afroxyz,https://www.nairaland.com/afroxyz,,"January 06, 2007",9:21am On Apr 24,,,@afrocen3ick,2 months & 28 days,3857,218
FSPAC,https://www.nairaland.com/fspac,,"January 08, 2014","10:39am On Jan 10, 2014",,,,9 minutes & 47 seconds,1,0
tribeofdavid,https://www.nairaland.com/tribeofdavid,,"August 20, 2013",10:49am On Jul 26,add me on facebook -OWOYEMI BIDEMI (MISTER-MAN),m,,6 days & 4 hours,68,18
HighBK,https://www.nairaland.com/highbk,,"April 05, 2012",9:33pm,,,,27 days & 21 hours,260,108
Obidikejr,https://www.nairaland.com/obidikejr,Abuja,"June 03, 2013",4:48am On Jul 04,I rather light a candle than curse the darkness.,m,,14 days & 1 hour,694,30
perfectsoft,https://www.nairaland.com/perfectsoft,,"October 15, 2012","10:46am On Dec 16, 2020",,,,1 day & 21 hours,27,12
sportfeva,https://www.nairaland.com/sportfeva,Lagos,"June 04, 2012","12:21pm On Feb 02, 2021",,m,@belively100,1 month & 4 days,495,54
alberbo,https://www.nairaland.com/alberbo,Abuja,"August 05, 2011",5:00pm,,m,,1 month & 4 days,91,14
AstridJohnson,https://www.nairaland.com/astridjohnson,Germany Munich,"July 02, 2014","8:57pm On Jul 02, 2014",,f,,9 minutes & 40 seconds,1,0
incometrader,https://www.nairaland.com/incometrader,"Lagos, Nigeria","February 24, 2012",8:23am On Jul 21,"Shoot for the moon, even if u miss, u'l land among the starz.",m,ignatiusukwuoma,6 days & 14 hours,201,23
FIR,https://www.nairaland.com/fir,,"November 23, 2010","2:41am On Sep 07, 2021",Click here to learn how to get visas and work permit without refusal,,,1 day & 16 hours,72,26
bollyjames,https://www.nairaland.com/bollyjames,,"December 20, 2009","1:15am On Aug 27, 2014",,m,,12 hours & 5 minutes,15,7
citygarden,https://www.nairaland.com/citygarden,,"July 05, 2014",5:37pm,Topfixit,m,,4 months & 3 days,556,66
moughal,https://www.nairaland.com/moughal,,"July 06, 2014","1:29pm On Jul 06, 2014",,,,4 minutes & 15 seconds,1,0
hairconnexions,https://www.nairaland.com/hairconnexions,,"July 08, 2014","10:26am On Apr 06, 2016",,,,4 hours & 44 minutes,3,0
chibwike,https://www.nairaland.com/chibwike,EARTH,"September 28, 2013","7:45am On May 22, 2021",I   KNEW   YOU   MUST   COME   HERE...WELCOME.,m,1pauldj,3 months & 23 days,9542,83
bides,https://www.nairaland.com/bides,,"April 25, 2011","6:11pm On Jun 25, 2015",,,,3 hours & 32 minutes,6,0
corpersng,https://www.nairaland.com/corpersng,,"July 02, 2014","3:12pm On Sep 24, 2016",www.corpers.ng,,@CorpersNG,7 days & 19 hours,49,6
capspeter,https://www.nairaland.com/capspeter,,"July 31, 2010",1:29pm,,,,2 months & 26 days,243,12
Gidi360Vibe,https://www.nairaland.com/gidi360vibe,,"July 03, 2014","11:16pm On Apr 01, 2015",,,,1 day,66,59
Uwadiegwu1,https://www.nairaland.com/uwadiegwu1,World,"August 29, 2007","8:26pm On Aug 14, 2015",,,,2 days & 19 hours,225,43
Vuproff,https://www.nairaland.com/vuproff,,"January 06, 2010",11:12pm On Jan 05,,,,4 days & 6 hours,46,6
mayorall,https://www.nairaland.com/mayorall,,"April 29, 2012",9:58pm,I'm blessed,m,,10 months & 13 days,15947,101
bidems222,https://www.nairaland.com/bidems222,,"July 20, 2014","6:06pm On Jul 30, 2014",,,,4 hours & 30 minutes,6,0
lanre28,https://www.nairaland.com/lanre28,,"July 07, 2014","1:23pm On Jul 29, 2014",,,,5 hours & 1 minute,17,16
audrylka,https://www.nairaland.com/audrylka,,"July 23, 2014","1:04pm On Jul 31, 2014",,,,42 minutes & 46 seconds,1,0
marleygab,https://www.nairaland.com/marleygab,nigeria,"August 04, 2011","10:58am On Nov 14, 2017",brand new laptops at prices you wont believe,m,,1 month & 4 days,6944,642
Waxingtech,https://www.nairaland.com/waxingtech,,"July 06, 2013",4:23am On Jun 11,@waxingtech ~ 08065660833.,m,@waxingtech,3 days & 14 hours,211,2
yemibabe4,https://www.nairaland.com/yemibabe4,"Lagos, Nigeria","June 30, 2006","12:09pm On Oct 08, 2021",,f,,14 days & 16 hours,136,39
goodaaa,https://www.nairaland.com/goodaaa,Abuja,"July 31, 2014","9:15am On Aug 21, 2014",Always supply the good products.,m,@goodaaa3c,2 hours & 26 minutes,1,0
finesse,https://www.nairaland.com/finesse,,"November 16, 2006",10:07pm On Jul 28,,,,1 day & 1 hour,52,20
ogedanny,https://www.nairaland.com/ogedanny,,"May 15, 2009",6:58pm,Latest Phone browsing,,,1 month & 2 days,1893,891
InnobuzzKs,https://www.nairaland.com/innobuzzks," Lagos","August 05, 2014","1:58pm On Jul 05, 2015",,,,1 day & 1 hour,8,1
papababa,https://www.nairaland.com/papababa,,"July 01, 2014","10:21am On Aug 18, 2014",TO GOD BE THE GLORY,m,,3 hours & 13 minutes,14,0
oskaaay,https://www.nairaland.com/oskaaay,,"October 15, 2010",7:30pm On Feb 12,...,m,,10 days & 23 hours,1115,259
Anastasia250191,https://www.nairaland.com/anastasia250191,,"August 05, 2014","3:21pm On Aug 06, 2014",,,,21 minutes & 44 seconds,2,0
eazydon,https://www.nairaland.com/eazydon,In your face,"October 29, 2009",1:35pm On Apr 25,The next-generation media mogul. Self-made.,m,@uniqdon,1 month & 14 days,948,154
neyobrand2,https://www.nairaland.com/neyobrand2,,"August 05, 2014","7:26am On Oct 25, 2021",,,,3 hours & 34 minutes,7,3
larryshow4,https://www.nairaland.com/larryshow4,9ja,"October 31, 2007",7:37am On Apr 17,,m,,2 months & 1 day,2114,65
globalwaly,https://www.nairaland.com/globalwaly,Lagos,"November 27, 2010",10:42pm On May 11,"Temilola Waliu, Blogger, entre & social preneur. A Content & Info philanthropist. Social Media Commentator. Founder of  @Teckyplanet a digital marketing",m,Globalwalyy,2 days & 11 hours,144,47
gbengalex,https://www.nairaland.com/gbengalex,,"February 24, 2008",6:34pm On Mar 14,,m,,13 days & 19 hours,142,65
chillykelly86,https://www.nairaland.com/chillykelly86,"Lagos, Nigeria","October 08, 2009",4:16pm On Jul 03,"God is reconciling the world to Himself in Christ Jesus, not counting anyone's sins against him.",m,,1 month & 3 days,1138,41
Wizepiken,https://www.nairaland.com/wizepiken,,"August 07, 2014","8:34am On Nov 01, 2014",,m,,1 hour & 9 minutes,1,0
ikwelouis1,https://www.nairaland.com/ikwelouis1,,"December 17, 2013","11:04pm On Sep 10, 2015",,,,1 day & 10 hours,15,10
kennyung,https://www.nairaland.com/kennyung,,"August 03, 2012","12:39pm On Mar 01, 2016",,,,19 hours & 23 minutes,113,21
jhonshantha,https://www.nairaland.com/jhonshantha,,"August 12, 2014","3:19pm On Aug 12, 2014",,,,4 minutes & 53 seconds,1,0
ultrazone,https://www.nairaland.com/ultrazone,,"May 03, 2009",8:01pm,,m,,8 months & 25 days,2606,128
BizBooks,https://www.nairaland.com/bizbooks,"USA (Near Washington, DC)","July 04, 2009","9:57am On Oct 13, 2019",,m,,1 month & 17 days,4134,294
technokid,https://www.nairaland.com/technokid,Lagos,"July 16, 2008",5:48pm,,m,@ubongcj,1 month & 22 days,447,73
ojochidem,https://www.nairaland.com/ojochidem,,"December 23, 2009",11:01am,,m,twitter.com/kudisms,2 months & 12 days,331,25
BizBloke,https://www.nairaland.com/bizbloke,Nigeria,"February 18, 2013",8:33pm,Seeking money...,m,,4 months & 28 days,14523,56
findngproperty,https://www.nairaland.com/findngproperty,Lagos,"March 25, 2013",7:55pm On Jun 09,Find Properties anywhere in Nigeria Or Make A Request and we'll find them for you,,@findngproperty,3 days & 22 hours,752,53
dappyboy0489,https://www.nairaland.com/dappyboy0489,Everywhere,"November 22, 2012",4:14pm On Jul 25,Billionaire's creed,m,dappyboy0489,5 days & 21 hours,274,253
masterpieceboss,https://www.nairaland.com/masterpieceboss,,"August 12, 2012","3:11pm On Nov 23, 2021",masterpiece innovations,m,,27 days & 5 hours,460,44
Rijes,https://www.nairaland.com/rijes,,"August 19, 2014",9:27am On Jan 13,,,,9 days & 6 hours,169,14
darealpee,https://www.nairaland.com/darealpee,,"June 01, 2012","3:18pm On Aug 30, 2021",,m,,2 days & 6 hours,118,91
EnterPRO,https://www.nairaland.com/enterpro,Phone number lost,"May 04, 2012","10:59pm On Aug 04, 2021","Contact for VPS Hosting, Shopping Cart Design, Cheap Data Plans",,Bank account still usual,3 months & 8 days,2483,11
onlineadejoh,https://www.nairaland.com/onlineadejoh,Lasgidi,"August 22, 2012",9:29am On May 19,Wisdom promotes knowledge.,m,,8 days & 1 hour,188,8
NITROGENN,https://www.nairaland.com/nitrogenn,,"July 05, 2014","9:47pm On Sep 20, 2014",,,,15 hours & 37 minutes,50,0
nairatinz,https://www.nairaland.com/nairatinz,,"October 08, 2013","4:45pm On Nov 06, 2019",,,,1 day,188,21
IamDanto7,https://www.nairaland.com/iamdanto7,Moon,"July 03, 2014","10:15am On Dec 21, 2015","I am whom i tell you i am, any contrary opinion, is ur Wahala.",m,,15 days & 7 hours,110,0
terzurum5,https://www.nairaland.com/terzurum5,Namibia-Zoo,"August 31, 2011",9:57pm On Jul 18,CHANGE. It begins with you ,m,,2 months & 29 days,5143,69
folarina,https://www.nairaland.com/folarina,Lagos,"September 06, 2007","1:00am On Sep 14, 2020",,m,,5 days & 10 hours,297,83
Don4life,https://www.nairaland.com/don4life,United Kingdom,"August 16, 2008",9:06am,"Young CEO, Marketer,IT Support,Model,Designer, writer, Life-Coach (Impact above Money)  and Ultimately a God- Lover. ♦Think Different♦.",,,1 month & 17 days,2778,267
SmoothPage,https://www.nairaland.com/smoothpage,,"June 30, 2014","1:08pm On Apr 28, 2016",,,,5 hours & 20 minutes,2,0
Handsome1,https://www.nairaland.com/handsome1,with her,"October 20, 2008",3:11pm On Jul 23,I LUV U,,,8 days & 7 hours,518,133
goyey,https://www.nairaland.com/goyey,,"July 07, 2014","5:50pm On Oct 08, 2014",,,,11 hours & 52 minutes,23,0
jt2010,https://www.nairaland.com/jt2010,,"July 02, 2010","9:59pm On Dec 26, 2018",,,,4 months & 10 days,486,27
Olgainbet,https://www.nairaland.com/olgainbet,Russia,"July 25, 2014","3:21pm On Apr 28, 2015",,f,,6 hours & 32 minutes,37,11
big2unde,https://www.nairaland.com/big2unde,,"September 17, 2014","3:50pm On Nov 01, 2018",,,,2 hours & 7 minutes,11,7
wyseautos,https://www.nairaland.com/wyseautos,,"January 28, 2012","6:40pm On Sep 07, 2015",,,,3 days & 10 hours,24,1
mungopark2,https://www.nairaland.com/mungopark2,,"January 28, 2012","9:31am On Sep 22, 2014",,,,2 hours & 48 minutes,5,1
iseyinoro,https://www.nairaland.com/iseyinoro,Lagos,"March 06, 2013","10:17pm On Mar 14, 2019",,m,@shineskybaba,2 months & 27 days,108,6
omaumudu,https://www.nairaland.com/omaumudu,Abuja,"March 03, 2013","12:01pm On Feb 26, 2015",,f,@oma_luv_fun,1 hour & 45 minutes,8,2
dharrey2012,https://www.nairaland.com/dharrey2012,,"September 17, 2013",6:36pm On Apr 26,,,,1 month & 25 days,129,31
Nationbulksms,https://www.nairaland.com/nationbulksms,Abuja,"August 30, 2014","2:18pm On Apr 24, 2015","Communicate Effectively      Test Our Bulk SMS Service For Free           REGISTER NOW!!!    www.NationBulkSMS.com Our Bulk text messaging platform is excellent in sending out wedding invitation, meeting notification, special season's greetings, mosqua or",m,nil,6 hours & 47 minutes,12,4
zubysnook,https://www.nairaland.com/zubysnook,,"October 09, 2014","5:35pm On May 10, 2018",,,,12 hours & 44 minutes,56,2
royalregal,https://www.nairaland.com/royalregal,,"August 08, 2014","2:36pm On Oct 27, 2015",God is real,f,,1 day,23,3
Rexwoods,https://www.nairaland.com/rexwoods,,"July 04, 2013","8:33am On Aug 19, 2016",,,,1 day & 6 hours,41,1
maekhel,https://www.nairaland.com/maekhel,Lagos,"July 26, 2013",9:53pm On Jul 23,,m,@ammezie,1 month & 4 days,807,100
