name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
redeyes2016,https://www.nairaland.com/redeyes2016,Oyo,"May 22, 2016",9:09am On May 16,DUC is the name,m,NonsoCritical,4 days & 22 hours,187,53
Ruthese,https://www.nairaland.com/ruthese,,"November 10, 2016",11:55am On Jul 16,,,,1 day & 20 hours,65,1
Pr0cter,https://www.nairaland.com/pr0cter,,"August 05, 2018",7:04pm On Jul 18,,,,1 month & 22 days,831,7
Eminent012,https://www.nairaland.com/eminent012,,"September 21, 2015",11:10pm On Jun 28,,,,8 days & 13 hours,62,25
Bombzy,https://www.nairaland.com/bombzy,,"September 01, 2017",12:26am,,m,,1 month & 13 days,102,3
Mohayaks,https://www.nairaland.com/mohayaks,,"September 18, 2016",1:58pm On Jun 15,,,,1 month & 3 days,106,
UniqueHair2000,https://www.nairaland.com/uniquehair2000,,"December 29, 2018",1:24pm On Apr 23,,,,9 hours & 36 minutes,8,
mayowa94,https://www.nairaland.com/mayowa94,,"November 10, 2014",4:52pm On Jul 25,,,,2 months & 26 days,378,26
biffoqboxer,https://www.nairaland.com/biffoqboxer,,"March 24, 2016",6:43pm On Jan 30,,,,6 days & 8 hours,90,
nazzyon,https://www.nairaland.com/nazzyon,,"October 14, 2006",7:16am On May 24,Nazzy,m,,2 months & 2 days,3228,808
GentlePirot,https://www.nairaland.com/gentlepirot,,"June 24, 2017",7:03pm On Jan 09,,,,23 days & 18 hours,24,
Sikpa04,https://www.nairaland.com/sikpa04,Abuja Nigeria,"October 17, 2015",6:26pm On Jul 25,,m,,10 days & 22 hours,455,
privaldo,https://www.nairaland.com/privaldo,,"December 20, 2018",10:57pm On Jul 25,,,,2 months & 24 days,1907,55
temitayo3930,https://www.nairaland.com/temitayo3930,,"January 27, 2019",11:08pm On Jun 14,,,,9 hours & 12 minutes,12,2
leadknight123,https://www.nairaland.com/leadknight123,nigeria,"November 17, 2014",7:15am On Jul 25,"do the necessary,then the possible very soon you'll be doing the impossible",m,@opeyemi_kez,24 days,152,30
emmahoney,https://www.nairaland.com/emmahoney,,"January 24, 2013",8:44pm On Jul 25,I am just an icon living,m,biggyemma,5 months & 21 days,1285,27
dele31,https://www.nairaland.com/dele31,,"April 10, 2017",10:15pm On Jul 25,,,,3 months & 29 days,213,1
officialtahir,https://www.nairaland.com/officialtahir,,"November 29, 2014",12:51am On May 15,,,,23 days & 10 hours,95,
AJIBSTEMI,https://www.nairaland.com/ajibstemi,kaduna,"January 18, 2010",9:51pm On Jul 25,Who u are in life is a sum total of ur choices and decisions,m,,9 days & 21 hours,50,1
Yitomi,https://www.nairaland.com/yitomi,,"October 10, 2017",9:35am On Jun 24,,,,3 hours & 6 minutes,4,
Lame12,https://www.nairaland.com/lame12,,"December 13, 2016",3:14pm On Apr 22,,,,3 days & 9 hours,52,
Rupect,https://www.nairaland.com/rupect,Lagos,"November 17, 2015",2:41pm On Jul 25,Buy//Sell RealEstate &Cars,,,2 months & 29 days,447,25
Modupetemmy1,https://www.nairaland.com/modupetemmy1,Lagos,"August 22, 2018",8:10pm On Jul 25,modupetemmy,f,Modupetemmy1,1 month & 19 days,257,5
Aloysius269,https://www.nairaland.com/aloysius269,"Earth, Universe","September 17, 2015",1:34pm On Jun 19,Just be Good!,m,@araga_enesi,11 days & 4 hours,5,2
Prozpah,https://www.nairaland.com/prozpah,,"March 04, 2019",8:17pm On Mar 04,,,,5 minutes & 42 seconds,1,
Ndukweagwu23,https://www.nairaland.com/ndukweagwu23,,"March 07, 2019",12:42pm On Jul 22,,,,1 hour & 5 minutes,6,
Geopharm,https://www.nairaland.com/geopharm,,"February 17, 2019",9:43am On Jun 23,,m,,1 day & 5 hours,11,
kazy01,https://www.nairaland.com/kazy01,,"April 09, 2015",7:54am On Jul 25,,m,,10 days & 10 hours,46,3
Love20Ultimate,https://www.nairaland.com/love20ultimate,,"March 18, 2019",10:52am On May 14,,,,12 hours & 23 minutes,19,
yemicoal,https://www.nairaland.com/yemicoal,Somewhere close.,"June 01, 2013",6:22pm On Jun 09,Too much money aint enough money.. #hyfr,m,@yemicoal,8 hours & 55 minutes,1210,55
JAK5,https://www.nairaland.com/jak5,,"July 14, 2016",2:09pm On Dec 25,,,,5 hours & 30 minutes,16,
idaraekong2,https://www.nairaland.com/idaraekong2,,"March 20, 2019",10:26am On May 10,,,,18 minutes & 27 seconds,1,
Denams,https://www.nairaland.com/denams,,"March 29, 2019",7:41pm On Mar 29,,,,5 minutes & 36 seconds,2,
Amacharles,https://www.nairaland.com/amacharles,,"December 08, 2009",5:24pm On Mar 03,,,,1 day & 8 hours,28,
aumeehn,https://www.nairaland.com/aumeehn,North East,"August 19, 2013",9:55pm On Jul 25,proudly Fulani,,,6 months & 7 days,1758,38
andassyn,https://www.nairaland.com/andassyn,,"September 14, 2016",4:55pm On Jul 25,Polymath,m,,28 days & 22 hours,128,44
Rhymeyjohn,https://www.nairaland.com/rhymeyjohn,,"September 08, 2008",10:22pm On Feb 08,,,,2 months & 12 days,304,23
garryi,https://www.nairaland.com/garryi,,"May 27, 2011",7:43pm On Jul 25,Thank you Jesus.,,,3 months & 20 days,60,
Nuel182,https://www.nairaland.com/nuel182,,"June 04, 2017",10:34am On Jul 23,,,,1 month & 9 days,346,3
Alexbond,https://www.nairaland.com/alexbond,lagos,"May 08, 2013",8:52am On Dec 08,,m,@wenzo_jay,2 months & 9 days,220,28
Bashh054,https://www.nairaland.com/bashh054,,"March 15, 2018",10:53am On Apr 13,,,,14 days & 17 hours,26,
haneetram,https://www.nairaland.com/haneetram,,"November 28, 2015",1:08pm On May 16,,,,2 days & 21 hours,268,145
statesman37,https://www.nairaland.com/statesman37,,"October 31, 2013",10:19pm On Jul 06,,m,,3 hours & 10 minutes,9,2
anotherguyonNL,https://www.nairaland.com/anotherguyonnl,,"February 23, 2019",8:48pm On Mar 05,,,,4 days & 8 hours,154,23
Fhestoos,https://www.nairaland.com/fhestoos,"Uniben, benin city.","October 12, 2016",1:59am On Jul 22,I Love #Programming,m,@feshibaba,4 hours & 11 minutes,11,2
mvem,https://www.nairaland.com/mvem,,"November 03, 2013",12:25am,never leave personal information on social media...This world is a small one,m,,3 months & 12 days,5614,2
Kaywise726,https://www.nairaland.com/kaywise726,,"April 08, 2019",3:45am On Jun 12,,,,2 days & 15 hours,17,2
Harira,https://www.nairaland.com/harira,,"April 12, 2018",10:26am On Jan 24,,,,1 day & 4 hours,26,
Johnsonkelvin,https://www.nairaland.com/johnsonkelvin,,"February 27, 2019",11:37pm On May 14,,,,6 hours & 30 minutes,72,
achidisucre,https://www.nairaland.com/achidisucre,,"March 18, 2012",8:21pm On Jul 25,,,,27 days & 13 hours,187,22
uckennety,https://www.nairaland.com/uckennety,Dubai,"November 22, 2015",11:34am On Jul 24,"If you need an affordable website or web hosting, design,graphic design Android application  Ios application Website  Web service Restfull Api  We use this programming language  Php-laravel Java /kotlin - android studio  Dart-flutter Python anything just ",m,,3 months & 3 days,2486,39
izzyward,https://www.nairaland.com/izzyward,,"September 06, 2014",12:23am On Jul 22,,,,5 days & 23 hours,44,
solrussia,https://www.nairaland.com/solrussia,Lagos,"February 22, 2015",9:17pm On Jul 25,If opportunity does not knock I will build a door ,m,,1 month,104,9
Cation,https://www.nairaland.com/cation,Lagos,"November 11, 2012",5:37pm On Jul 25,There is no limit to how much you can earn,m,,1 month & 21 days,503,29
boladeen,https://www.nairaland.com/boladeen,,"December 31, 2014",7:54pm On Oct 12,https://apps.insmeapp.com/html/login/register.html?invitationCode=TFF6XN,m,,20 days & 6 hours,424,7
Asyvin1,https://www.nairaland.com/asyvin1,,"May 27, 2019",1:28pm On Jun 26,,,,5 hours & 32 minutes,20,
Yusluv06,https://www.nairaland.com/yusluv06,,"April 08, 2019",7:48pm On Mar 17,,,,10 days & 7 hours,7,
Soleye24,https://www.nairaland.com/soleye24,Lagos,"April 19, 2018",8:06pm On Jul 25,,m,,1 month & 16 days,792,13
jerryvyne,https://www.nairaland.com/jerryvyne,,"February 04, 2018",10:09am On Apr 09,Records are made by those who break the rules,m,,7 days & 3 hours,172,
noblealuu,https://www.nairaland.com/noblealuu,Still in Nigeria,"October 17, 2014",10:01pm On Jul 25,"       IT IS WELL!",,,5 months & 23 days,2092,14
nuggybabe,https://www.nairaland.com/nuggybabe,,"February 23, 2016",9:19am On Mar 26,,f,,19 days & 4 hours,312,62
IFEBARBIE,https://www.nairaland.com/ifebarbie,,"September 30, 2011",7:27pm On Jul 25,,,,1 month & 3 days,631,10
BoleAndFish,https://www.nairaland.com/boleandfish,,"November 30, 2016",11:03pm On Jul 11,,,,2 months & 7 days,1307,1
penOtim,https://www.nairaland.com/penotim,,"September 29, 2015",9:45am On May 10,,,,1 day & 5 hours,12,
Nelson360,https://www.nairaland.com/nelson360,Nigeria,"March 26, 2018",12:04am On Jul 24,,m,,7 days & 19 hours,20,2
Kingdave007,https://www.nairaland.com/kingdave007,,"December 11, 2018",10:59am On Dec 05,,,,2 days & 19 hours,10,
badoosecret,https://www.nairaland.com/badoosecret,,"July 05, 2014",7:29pm On Oct 09,,,,1 day & 8 hours,85,15
essy4060,https://www.nairaland.com/essy4060,,"July 01, 2018",9:16am On Jul 20,,,,20 days & 22 hours,116,14
Marinado,https://www.nairaland.com/marinado,,"December 04, 2018",8:42pm On May 14,,,,5 hours & 22 minutes,45,6
wildchild1,https://www.nairaland.com/wildchild1,Lagos & Abuja Nigeria,"September 01, 2008",8:08am On Jul 25,#TableOfMen #ThankYouGod,,,6 months & 20 days,9798,178
atesunate16,https://www.nairaland.com/atesunate16,,"August 30, 2016",5:37pm On Jul 25,,m,@atesunate15,14 days & 21 hours,152,13
thebrainyfox,https://www.nairaland.com/thebrainyfox,,"January 24, 2019",4:23pm On Jul 12,,,,1 day & 14 hours,141,49
cooliyk2,https://www.nairaland.com/cooliyk2,"LAGOS,NIGERIA","May 27, 2006",3:12pm On Nov 05,My God is the Greatest! ,m,,1 day & 1 hour,31,3
Jay95,https://www.nairaland.com/jay95,,"May 06, 2016",4:52pm On Jul 25,"Honesty, Sincerity and Hardwork pays. ",m,,1 month & 25 days,1001,14
mzjokky16,https://www.nairaland.com/mzjokky16,,"June 16, 2017",3:37am On Jul 10,,,,2 days & 18 hours,204,1
ksucre19,https://www.nairaland.com/ksucre19,anambra,"October 21, 2013",5:14pm On Feb 20,never give up until the last whistle,m,,22 days & 19 hours,158,8
uniquehealth,https://www.nairaland.com/uniquehealth,,"July 17, 2016",10:15pm On Jul 25,,,,26 days & 16 hours,43,2
Dolakinz,https://www.nairaland.com/dolakinz,"Ife, Nigeria","August 15, 2011",10:58pm On Jul 25,I be the undisputed champion,m,,1 month & 2 days,106,11
Bettymi,https://www.nairaland.com/bettymi,,"August 29, 2018",2:31am On Apr 04,,,,4 days & 14 hours,212,
Vince09,https://www.nairaland.com/vince09,Nigeria ,"September 06, 2014",6:24am On Jul 17,all Mallam with him kettle,,,2 months & 15 days,140,
mustyy,https://www.nairaland.com/mustyy,,"August 10, 2014",2:02pm On Jun 03,,,,5 days & 3 hours,184,
ewriter,https://www.nairaland.com/ewriter,,"June 28, 2019",9:42pm On Mar 24,,,,1 day & 9 hours,16,8
Aditueledumare,https://www.nairaland.com/aditueledumare,,"July 25, 2015",9:58pm On Jul 25,with God all things are possible.,m,,2 months & 2 days,102,4
thambolo,https://www.nairaland.com/thambolo,"Abuja,Nigeria.","October 09, 2015",12:26pm On May 09,Available: Always Online.,m,ThoniAnike,1 month & 20 days,376,8
youtee09,https://www.nairaland.com/youtee09,,"March 17, 2018",6:05pm On Aug 09,,,,59 minutes & 54 seconds,4,
dhope,https://www.nairaland.com/dhope,,"July 16, 2014",10:00pm On Jul 25,,,,1 month & 20 days,911,61
Femmylawy,https://www.nairaland.com/femmylawy,,"December 30, 2015",7:12am On Sep 04,,,,2 days & 3 hours,54,1
Cousin9999,https://www.nairaland.com/cousin9999,,"March 30, 2016",6:18pm On Jul 21,,,,1 month & 21 days,7017,347
EgaiEtta,https://www.nairaland.com/egaietta,,"July 18, 2019",2:05pm On Aug 27,,m,,2 hours & 23 minutes,12,
Ugwunnabasil,https://www.nairaland.com/ugwunnabasil,,"October 31, 2014",8:04am On Nov 08,,,,1 day & 5 hours,4,
Uczillion,https://www.nairaland.com/uczillion,,"July 31, 2019",1:37pm On May 10,,,,7 hours & 48 minutes,11,3
whiten,https://www.nairaland.com/whiten,,"May 21, 2013",9:25am On Jul 24,,,,1 month & 5 days,100,21
brayan,https://www.nairaland.com/brayan,,"September 25, 2008",12:03am,,m,,2 months & 18 days,100,9
dammyalabs,https://www.nairaland.com/dammyalabs,,"October 06, 2015",12:44pm On Mar 08,,,,3 days,141,55
Magnifico2000,https://www.nairaland.com/magnifico2000,,"August 06, 2017",4:10am On May 20,,,,2 hours & 58 minutes,2172,
Lordlight20109,https://www.nairaland.com/lordlight20109,,"July 17, 2019",8:21pm On Sep 25,,,,2 days & 7 hours,89,
Kenistry,https://www.nairaland.com/kenistry,Makurdi,"March 22, 2010",11:18am On Jul 25,A person's hrt is nt seen by his words but by his actions,m,@kenkizzland,2 months & 11 days,499,18
Deenesty,https://www.nairaland.com/deenesty,,"August 05, 2019",4:21pm On Oct 15,,,,12 hours & 43 minutes,2,
Anta1,https://www.nairaland.com/anta1,Jos north,"August 07, 2019",3:18am On Sep 05,Always be good,m,,1 hour & 12 minutes,3,
Insideout20000,https://www.nairaland.com/insideout20000,,"August 07, 2019",7:40pm On Jul 20,,,,5 days & 4 hours,58,2
Celmatador,https://www.nairaland.com/celmatador,lagos,"March 27, 2010",2:15pm On Jul 20,am in charge...,m,@celmatador,3 months & 17 days,332,7
adexmikky,https://www.nairaland.com/adexmikky,,"June 26, 2018",3:38pm On Jul 06,,,,11 days & 20 hours,97,1
TOSIN116,https://www.nairaland.com/tosin116,,"August 03, 2017",12:50am On Mar 31,,,,10 days & 4 hours,815,16
ProfDave123,https://www.nairaland.com/profdave123,,"July 22, 2019",10:06pm On Jul 25,,,,2 months & 15 days,68,
hinere,https://www.nairaland.com/hinere,"Lagos, Nigeria","October 11, 2017",6:18pm On Apr 03,I Believe In GOD. ,m,@giftchinemerem3,1 month & 5 days,4595,96
Lawrence021,https://www.nairaland.com/lawrence021,,"August 16, 2019",5:15pm On Jan 11,,,,9 hours & 35 minutes,4,
Elbee4Life,https://www.nairaland.com/elbee4life,,"November 25, 2014",5:34am On Aug 19,,,,2 hours & 55 minutes,2,
francanthony,https://www.nairaland.com/francanthony,,"February 06, 2015",7:41pm On Jul 25,,m,,25 days & 9 hours,114,
DBS4lyf,https://www.nairaland.com/dbs4lyf,,"September 15, 2016",2:04am On Jul 10,,,,7 days & 1 hour,90,16
EDDYBABA2,https://www.nairaland.com/eddybaba2,,"August 24, 2019",10:51am On Oct 11,,,,4 days & 10 hours,75,3
mattbass,https://www.nairaland.com/mattbass,,"September 26, 2016",10:16pm On Jul 25,,m,@comsirmatt ,1 month & 17 days,348,4
Amiable11,https://www.nairaland.com/amiable11,,"August 25, 2019",4:56pm On Sep 29,,,,1 hour & 8 minutes,3,
sojbaba01,https://www.nairaland.com/sojbaba01,,"July 31, 2013",8:59pm On Oct 06,I am what God says i am,m,,1 hour & 2 minutes,4,
2019elections,https://www.nairaland.com/2019elections,"FCT, Abuja.","December 31, 2017",7:43am On Sep 14,Best online investment platform with good customer support.  http://tradesinvestor.com/register/Nairalander,,,1 month & 13 days,515,31
uptimum123,https://www.nairaland.com/uptimum123,Lagos ,"July 07, 2015",10:26am On Jul 24,,m,,5 months & 12 days,2365,117
ayomide8990,https://www.nairaland.com/ayomide8990,Lagos,"July 13, 2017",10:50pm On Jul 25,Some people love it when you are average but once you start pursuing greatness they become uncomfortable around you . Its life.,m,,1 month & 13 days,214,3
Fredozki,https://www.nairaland.com/fredozki,Lagos State,"October 17, 2015",10:40pm On Jul 11,With GOD all things shall be possible ,m,,11 days & 21 hours,144,
Madupcy,https://www.nairaland.com/madupcy,,"January 05, 2016",9:41am On Mar 28,,,,1 day & 14 hours,46,
addictiv,https://www.nairaland.com/addictiv,Doha,"July 18, 2012",12:22am,"He that risks nothing, does nothing, is nothing and will become nothing----- Leo Buscaglia.",m,,6 months & 9 days,2151,17
DikeD,https://www.nairaland.com/diked,,"September 01, 2019",11:20am On Jan 20,,,,1 hour & 10 minutes,2,
Thegamingorca,https://www.nairaland.com/thegamingorca,Byrgenwerth,"August 01, 2017",10:42pm On Jul 25,"A bottomless curse, a bottomless sea, source of all greatness, all things that be. Listen for the baneful chants. Weep with them, as one in trance. And weep with us, oh, weep with us...",m,@joshywoshywoo,3 months & 12 days,9364,27
ada1990,https://www.nairaland.com/ada1990,,"March 26, 2015",10:29am On Oct 22,,,,12 hours & 11 minutes,46,19
Ogbe311,https://www.nairaland.com/ogbe311,Ayede Ogbese,"September 05, 2019",1:07pm On Jun 18,God's Own,m,,7 hours & 49 minutes,5,1
anuliamara,https://www.nairaland.com/anuliamara,,"December 06, 2018",8:23pm On Oct 22,,f,,11 hours & 10 minutes,22,
neurowale001,https://www.nairaland.com/neurowale001,Ilorin,"August 23, 2019",12:02am,,m,,1 month & 1 day,267,10
TheScribbler,https://www.nairaland.com/thescribbler,,"September 10, 2019",1:06pm On Apr 25,"If you can, help others. If you cannot do that, at least do not harm them.",f,,14 days & 4 hours,42,
trilobite,https://www.nairaland.com/trilobite,,"June 27, 2015",2:36pm On May 24,,,,2 months,535,
Damolux01,https://www.nairaland.com/damolux01,"9JA, Ile-ife-Osun state.","April 22, 2009",1:15am On Jul 25,God loves you!,m,@d_ascent,2 months & 23 days,1993,70
NwaliE01,https://www.nairaland.com/nwalie01,Nigeria,"March 28, 2010",3:34pm On Jun 18,He who has tasted a cup of bitterness will better appreciate a spoon of honey. ,,nwalie01,2 months & 1 day,1819,
MyphoneandI,https://www.nairaland.com/myphoneandi,Lagos,"March 17, 2019",7:09am On Jul 21,You don't lose until you quit. keep believing. ,m,,23 days & 11 hours,883,12
Shercorp,https://www.nairaland.com/shercorp,,"September 13, 2019",9:11pm On Jul 25,#StaySafe.,m,,20 days & 12 hours,105,1
ireti34,https://www.nairaland.com/ireti34,,"March 29, 2015",1:00pm On Mar 24,,f,,23 hours & 20 minutes,27,3
Lens101,https://www.nairaland.com/lens101,,"June 15, 2019",2:52pm On Mar 19,,,,5 days & 9 hours,74,7
Onyedikapaul,https://www.nairaland.com/onyedikapaul,,"September 26, 2019",2:42am On Apr 14,,,,6 hours & 55 minutes,3,
donquincy98,https://www.nairaland.com/donquincy98,Anambra State,"August 19, 2015",12:36pm On Jun 17,Consistency & persistence are the only way to success,m,,1 day & 3 hours,55,14
estybass,https://www.nairaland.com/estybass,,"April 27, 2017",2:44pm On Mar 01,Can we start all over again?,f,,1 day & 7 hours,70,7
DrAuthentic,https://www.nairaland.com/drauthentic,,"February 09, 2017",12:36am,,,,19 days & 17 hours,129,8
bodamoshoody,https://www.nairaland.com/bodamoshoody,,"August 30, 2016",12:47pm On Oct 26,,,,1 day & 12 hours,69,9
JohnNU,https://www.nairaland.com/johnnu,Makurdi,"July 22, 2013",9:47pm On Jul 25,Whatever the Mind of Man can Conceive and Believe it can Achieve,m,,29 days & 10 hours,312,6
Ujunwa2020,https://www.nairaland.com/ujunwa2020,,"October 21, 2019",5:49am On Apr 12,,,,7 hours & 55 minutes,7,
dvdami,https://www.nairaland.com/dvdami,,"June 20, 2012",4:40pm On Jul 24,I am an unstoppable boy.A bundle of creativity.,m,,27 days & 4 hours,208,11
shagamite,https://www.nairaland.com/shagamite,,"January 12, 2018",7:46pm On Jul 25,unpretentious ,,,2 months & 28 days,237,
badfuckerz,https://www.nairaland.com/badfuckerz,,"October 07, 2018",5:00pm On Feb 11,Fucker,m,,16 days & 16 hours,456,3
Deepocean,https://www.nairaland.com/deepocean,Nigeria ,"November 10, 2018",5:29pm On Jul 25,,m,,1 month & 13 days,239,4
emotions1,https://www.nairaland.com/emotions1,Direction,"December 28, 2015",1:23am On Jul 08,If Only Close Minds comes with Close Mouth.,,Retweet ,1 month & 25 days,667,27
akindavids,https://www.nairaland.com/akindavids,lagos,"July 02, 2014",6:39pm On Jul 24,,m,,14 days & 18 hours,66,1
churchee,https://www.nairaland.com/churchee,"Lagos, Nigeria","March 11, 2016",11:44am On Oct 06,,,,1 month & 4 days,695,13
Jeepi,https://www.nairaland.com/jeepi,Nigeria,"December 24, 2009",5:09pm On Feb 02,,m,,12 days & 15 hours,154,5
Paramedickelvin,https://www.nairaland.com/paramedickelvin,,"April 22, 2019",3:49pm On Sep 07,,,,2 days & 16 hours,72,
Kunleed,https://www.nairaland.com/kunleed,,"November 05, 2019",6:29am On Jan 29,,,,1 hour & 45 minutes,2,
Bboyabdul,https://www.nairaland.com/bboyabdul,,"August 06, 2014",4:40pm On Oct 13,,,,12 hours & 57 minutes,29,
Reex12,https://www.nairaland.com/reex12,Global,"June 13, 2019",2:34pm On Apr 22,Watch me rule your world.,m,,26 days & 16 hours,1714,3
Ehmonigo,https://www.nairaland.com/ehmonigo,,"February 08, 2019",1:42pm On Dec 26,,,,6 hours & 57 minutes,3,
Simvan,https://www.nairaland.com/simvan,,"October 07, 2018",7:47pm On Jul 25,,,,17 days & 15 hours,245,13
Niv25,https://www.nairaland.com/niv25,,"October 28, 2017",1:43pm On Apr 28,,,,6 days & 11 hours,95,1
kennyblack94,https://www.nairaland.com/kennyblack94,Abuja,"August 02, 2016",1:55pm On Jul 23,I don’t even speak Spanish,,,28 days & 18 hours,260,12
Jemc,https://www.nairaland.com/jemc,PORT HARCOURT,"March 15, 2016",9:08pm On Jul 25,Its time for the youths to change the course of our future; ,m,,1 month & 20 days,80,3
thunderfirebubu,https://www.nairaland.com/thunderfirebubu,,"June 27, 2017",11:17am On May 21,,,,21 days & 22 hours,420,10
goodwalima1985,https://www.nairaland.com/goodwalima1985,kd,"November 11, 2016",2:21pm On Apr 27,GOD de,m,,4 days & 8 hours,110,
Chuksjekas,https://www.nairaland.com/chuksjekas,,"December 17, 2019",12:43am On Oct 24,,,,11 hours,5,
silverrock,https://www.nairaland.com/silverrock,port harcourt,"March 11, 2006",11:52am On Jul 10,,m,@nwabuakwu,3 days & 2 hours,245,4
Brytcool,https://www.nairaland.com/brytcool,,"October 02, 2019",10:31pm On Jul 14,,m,,16 hours & 42 minutes,4,
shaq32,https://www.nairaland.com/shaq32,,"June 07, 2007",5:09am On May 22,,,,28 days & 21 hours,31,2
SundryInfo,https://www.nairaland.com/sundryinfo,,"February 08, 2017",7:27am On Apr 13,,,,2 days & 16 hours,241,4
brijibs,https://www.nairaland.com/brijibs,,"October 30, 2015",1:26pm On Jul 19,,,,9 days & 8 hours,730,
lovat,https://www.nairaland.com/lovat,lagos,"November 04, 2013",11:23pm On Jul 25,,m,,1 month & 27 days,2557,16
Miraj22,https://www.nairaland.com/miraj22,,"March 27, 2017",10:04pm On Jul 19,,f,,1 month,179,1
Glistinin,https://www.nairaland.com/glistinin,Lagos,"September 08, 2018",3:51pm On Jul 25,,m,,3 months & 25 days,425,34
OnyegbulaMarvel,https://www.nairaland.com/onyegbulamarvel,,"January 16, 2020",1:35pm On Jan 28,,,,58 minutes & 1 second,1,
space1,https://www.nairaland.com/space1,LAGOS,"April 16, 2013",10:56am On Jul 23,God is good all the time,m,,22 days & 15 hours,130,2
Bea22,https://www.nairaland.com/bea22,,"June 26, 2018",8:16pm On Nov 25,,,,1 day & 3 hours,14,
celestine7b,https://www.nairaland.com/celestine7b,,"September 23, 2016",9:26pm On Mar 17,,,,9 hours & 18 minutes,11,
Chuksraymond,https://www.nairaland.com/chuksraymond,,"October 12, 2019",8:07pm On Jul 24,,,,15 hours & 22 minutes,19,
Dubem6,https://www.nairaland.com/dubem6,,"December 05, 2019",1:41am On Jul 19,,m,,1 day,31,13
Horus,https://www.nairaland.com/horus,Nibiru,"March 25, 2007",4:08pm On Jul 25,,m,,8 months & 6 days,16725,919
Elrad,https://www.nairaland.com/elrad,,"November 17, 2018",1:34pm On Jul 19,,,,18 days & 11 hours,149,11
predon004,https://www.nairaland.com/predon004,,"December 10, 2015",2:44pm On Jul 08,,m,,8 days & 22 hours,13,1
luckyfarms,https://www.nairaland.com/luckyfarms,,"April 28, 2016",9:27pm On Jul 21,,,,22 days,37,2
Cu16189,https://www.nairaland.com/cu16189,,"February 04, 2020",10:07pm On Feb 05,,,,11 minutes & 21 seconds,1,
jiigga,https://www.nairaland.com/jiigga,,"September 11, 2016",8:35pm On Jul 25,,,,1 day & 16 hours,60,
via2eddiez,https://www.nairaland.com/via2eddiez,,"January 23, 2013",10:47pm On May 22,,,,5 days & 13 hours,35,
Dami2019,https://www.nairaland.com/dami2019,,"March 14, 2019",8:57am On May 06,,,,12 hours & 54 minutes,10,
Tunsanfc,https://www.nairaland.com/tunsanfc,,"April 19, 2018",6:18pm On May 28,,,,5 hours,6,
emmanuelProdigy,https://www.nairaland.com/emmanuelprodigy,,"March 30, 2016",10:46pm On Jul 10,,m,,1 day,13,
Gernny,https://www.nairaland.com/gernny,,"October 23, 2016",9:46am On Jul 23,,f,,6 days & 8 hours,80,2
gabby227,https://www.nairaland.com/gabby227,Kano,"September 11, 2013",7:27pm On Jul 25,Just b who you are change for no one,m,,2 months & 27 days,334,25
Rowland92,https://www.nairaland.com/rowland92,Port-Harcourt,"March 25, 2017",8:13pm On Jul 25,"OKORO,ROWLAND CHUKWUMA",m,,15 days & 23 hours,32,2
sonyc00,https://www.nairaland.com/sonyc00,,"July 08, 2013",9:41pm On Jul 24,"Advice is wat u ask 4 wen u already know d truth,but wish u didnt",m,,21 days & 23 hours,253,10
affordsys,https://www.nairaland.com/affordsys,,"March 23, 2011",6:28am On Jan 06,,,,5 days & 23 hours,27,1
arcTY,https://www.nairaland.com/arcty,Lagos,"December 14, 2016",3:56pm On Nov 13,,m,,4 days & 5 hours,78,14
Benardinho,https://www.nairaland.com/benardinho,Lagos,"March 26, 2007",4:50pm On Jul 17,I came 4 fame n not 4 shame n al d same i sign my name. Emcee Dinho...,m,@bernardinho4sure,3 days & 15 hours,116,98
Judetama,https://www.nairaland.com/judetama,,"March 26, 2020",8:28pm On Mar 31,,,,1 hour & 5 minutes,2,1
Kess2020,https://www.nairaland.com/kess2020,,"January 18, 2020",1:29am On Jul 25,,,,4 days & 5 hours,72,1
Guest14,https://www.nairaland.com/guest14,,"March 21, 2019",11:35pm On Jul 25,,m,,8 days & 9 hours,228,10
dalhjana,https://www.nairaland.com/dalhjana,,"October 03, 2013",11:21pm On Jul 25,,,,2 months & 18 days,371,7
omoadeking,https://www.nairaland.com/omoadeking,Nigeria,"July 28, 2019",3:25pm On Aug 07,,m,,12 hours & 12 minutes,12,1
Tywo2018,https://www.nairaland.com/tywo2018,,"October 20, 2018",4:22pm On Jul 25,,,,2 months & 3 days,690,
donifez,https://www.nairaland.com/donifez,nigeria,"July 02, 2010",11:12pm On Jul 25,"Do not be discouraged, it may be the last key in the bunch that will open the door.",m,,7 months & 9 days,1076,13
neduboo,https://www.nairaland.com/neduboo,"Beijing, China","January 26, 2020",1:39am On Jul 25,"An avid reader, a critical thinker and an ardent observer.",m,,16 days & 6 hours,267,6
smartsk,https://www.nairaland.com/smartsk,,"February 27, 2015",8:06am On Apr 27,,f,,2 months & 11 days,206,9
Bambarino,https://www.nairaland.com/bambarino,,"June 13, 2019",10:33pm On Jul 25,,,,1 month & 29 days,225,8
teeshawt,https://www.nairaland.com/teeshawt,Ibadan,"July 13, 2013",8:54pm On Jul 25,"Stay strong because things will get better, it might be stormy now!!! Buh it can't rain forever",m,@dav_tos,2 months & 1 day,204,8
