name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
Babara1994,https://www.nairaland.com/babara1994,,"December 17, 2019",7:29pm,https://truthdissolved./2019/12/16/we-will-deliver-these-laptops-to-your-home/,m,,1 month & 2 days,1346,66
zimdante,https://www.nairaland.com/zimdante,Muzanga,"January 25, 2013",9:54pm,Be strategic,m,,19 days & 5 hours,1032,23
2cribz,https://www.nairaland.com/2cribz,,"June 19, 2020",1:01pm On Jul 25,,,,22 days & 12 hours,1989,6
nazicartel,https://www.nairaland.com/nazicartel,,"June 14, 2017",10:53pm,,m,,2 months & 15 days,1489,3
EmzyT,https://www.nairaland.com/emzyt,"Park-view Estate, Ikoyi Lagos! Genevieve Nnaji is my Neighbor","February 11, 2018",9:54pm,The biggest risk in life is not taking any risk at all,,,2 months & 8 days,2011,11
Franky70,https://www.nairaland.com/franky70,Abj,"December 23, 2021",10:17pm,,m,,3 days & 22 hours,223,1
Imstrong2,https://www.nairaland.com/imstrong2,,"March 16, 2019",9:10pm,,m,,2 months & 12 days,778,0
Babaken,https://www.nairaland.com/babaken,,"March 23, 2012",10:20pm,,m,,4 months & 2 days,3312,6
Lifeisgoody,https://www.nairaland.com/lifeisgoody,,"August 22, 2020",10:13pm,,,,17 days & 10 hours,366,11
fk001,https://www.nairaland.com/fk001,Abuja ,"August 02, 2017",10:36pm,know your self worth,m,,3 months & 20 days,5017,57
abobote,https://www.nairaland.com/abobote,,"March 30, 2020",9:11pm,,,,2 months & 15 days,4039,4
Whoknowsme,https://www.nairaland.com/whoknowsme,Abj,"November 07, 2020",10:42pm,,,,22 days & 17 hours,454,0
Dramadiddy,https://www.nairaland.com/dramadiddy,,"October 14, 2013",8:32pm,,m,,2 months & 12 days,2918,126
Chithauri,https://www.nairaland.com/chithauri,makurdi,"June 28, 2019",9:49pm,,m,,5 days & 8 hours,400,3
Saintinoo,https://www.nairaland.com/saintinoo,,"May 22, 2017",10:10pm,,m,,1 month & 18 days,1313,5
123yes,https://www.nairaland.com/123yes,NIGERIA,"May 20, 2015",1:27pm,who knows it feel it,m,,12 days & 12 hours,130,0
Femi8586,https://www.nairaland.com/femi8586,Ondo state,"September 15, 2020",8:49pm,,m,,2 months & 6 days,459,7
noskcid,https://www.nairaland.com/noskcid,Lagos Nigeria ,"August 01, 2016",8:49pm,Parknpull.com.ng,m,,28 days & 8 hours,862,122
emmyluizzz,https://www.nairaland.com/emmyluizzz,city of Owerri,"January 09, 2016",9:01pm,08135251908,m,emmyluiz4,1 month & 20 days,1540,142
vickydevoka,https://www.nairaland.com/vickydevoka,Abuja,"September 02, 2013",6:38pm,Trust no one but God. ,m,,6 months,8602,0
Tboymessiah,https://www.nairaland.com/tboymessiah,Lagos ,"February 12, 2016",4:36pm,prayer changes things,m,,1 month & 8 days,756,11
ComedianClinton,https://www.nairaland.com/comedianclinton,Calabar,"October 30, 2020",8:05pm,I funny well well,m,,10 hours & 52 minutes,3,0
9jatriot,https://www.nairaland.com/9jatriot,,"October 13, 2014",7:10pm,"We can disagree on method, but we should have a common goal to rescuse Nigeria",m,,4 months & 7 days,3001,228
Xpress24,https://www.nairaland.com/xpress24,Lagos,"April 22, 2012",6:01pm,Unik,m,,24 days & 5 hours,567,10
hahn,https://www.nairaland.com/hahn,"Sagamu, Ogun state","June 17, 2011",10:04pm,Success is my only muthafucking option. Failure is not!,m,@soh.8686,7 months & 14 days,17039,244
KingVIC001,https://www.nairaland.com/kingvic001,,"March 16, 2022",1:39pm,So GIFTED ,m,@KingVIC001 ,4 days & 23 hours,28,1
Reinaldo,https://www.nairaland.com/reinaldo,,"May 16, 2020",10:18pm,,,,1 month & 19 days,2518,2
begge,https://www.nairaland.com/begge,,"August 07, 2017",8:34pm,,,,1 month & 1 day,1048,1
motionarena,https://www.nairaland.com/motionarena,,"July 06, 2019",10:24pm,,,,1 month & 23 days,1106,37
Zulu2022,https://www.nairaland.com/zulu2022,,"February 20, 2022",10:37pm,,,,18 days & 14 hours,962,1
8stargeneral,https://www.nairaland.com/8stargeneral,,"May 02, 2017",9:40pm,,,,3 months & 16 days,5191,3
Uchedizzy,https://www.nairaland.com/uchedizzy,Anambara,"December 14, 2021",6:07pm,,f,,13 days & 14 hours,324,0
Evolutionlove,https://www.nairaland.com/evolutionlove,I'm here to put SENSE Into the empty skull of Nigerian He-Goats,"May 17, 2020",7:44pm,God Is Great,,,2 months & 15 days,2379,19
Winters23,https://www.nairaland.com/winters23,,"August 03, 2021",10:32pm,,,,21 days & 19 hours,1195,3
Trilz,https://www.nairaland.com/trilz,Lagos,"May 01, 2022",8:28pm,Just here to meet fine people,m,,14 hours & 46 minutes,68,0
sript,https://www.nairaland.com/sript,Earth,"April 13, 2020",7:03pm,"More money, more RESPECT",,,28 days & 16 hours,494,7
Viltron,https://www.nairaland.com/viltron,Beneath the Horizon,"December 25, 2016",10:37pm,I'm your inner conscience ,m,,1 month & 8 days,1084,7
johnfem321,https://www.nairaland.com/johnfem321,,"May 13, 2020",10:49pm,,,,16 days & 20 hours,104,5
ifyy07,https://www.nairaland.com/ifyy07,,"July 10, 2014",9:35pm,,m,,2 months & 13 days,166,0
akwarandu,https://www.nairaland.com/akwarandu,nigeria,"September 21, 2006",9:52pm,,m,@kapitalppties,3 months & 22 days,902,274
nedekid,https://www.nairaland.com/nedekid,,"August 07, 2019",6:52pm,,,,3 months,9028,7
Bigchristo22,https://www.nairaland.com/bigchristo22,Abu Dhabi,"May 31, 2022",3:32pm,,m,,1 day & 2 hours,198,0
chysam,https://www.nairaland.com/chysam,,"March 19, 2012",9:05pm,,,,24 days & 4 hours,619,40
izubext007,https://www.nairaland.com/izubext007,,"May 01, 2019",8:22pm,,,,2 months & 4 days,3670,44
zelnababa,https://www.nairaland.com/zelnababa,any,"November 14, 2016",10:05pm,UK,m,zee,26 days & 1 hour,367,0
NewSoul,https://www.nairaland.com/newsoul,,"July 27, 2020",8:21pm,,,,1 month & 27 days,1099,27
Nyascobar1414,https://www.nairaland.com/nyascobar1414,Uyo,"October 25, 2021",10:19pm,Try to be in good terms with Jesus....  Ah leave you to your fate,m,,1 month & 25 days,2839,0
bonnyhope,https://www.nairaland.com/bonnyhope,,"June 16, 2015",10:35pm,,,,2 months & 20 days,3452,37
lozanni,https://www.nairaland.com/lozanni,"Lagos, Nigeria","September 11, 2012",8:04pm,,m,,2 months & 12 days,2133,8
dennisedache,https://www.nairaland.com/dennisedache,,"June 06, 2016",8:52pm,,,,7 days & 18 hours,16,0
Princsk1,https://www.nairaland.com/princsk1,,"January 12, 2018",8:38pm,Editor,m,@ng_happenings,2 days & 4 hours,224,143
Dantepet5000,https://www.nairaland.com/dantepet5000,,"June 17, 2022",7:24pm,,,,1 hour & 28 minutes,3,2
cherishmichael,https://www.nairaland.com/cherishmichael,,"July 04, 2020",10:33pm,Young writer ,m,,7 days & 6 hours,1288,33
backtovillage,https://www.nairaland.com/backtovillage,,"February 28, 2019",9:18pm,,,,2 days & 19 hours,166,2
Truvelisback,https://www.nairaland.com/truvelisback,,"May 26, 2021",10:25pm,"I'm not heartless, i have just learned to use my heart less.",m,,2 months & 22 days,9811,275
Xandertv,https://www.nairaland.com/xandertv,,"June 06, 2022",6:52pm,,,,5 hours & 36 minutes,91,81
endsarrrs,https://www.nairaland.com/endsarrrs,Lagos,"November 17, 2020",6:10pm,I believe humanity is evolving. There is no Nigeria EXCEPTIONALISM,f,Nil,18 days & 12 hours,1716,0
everythinggirly,https://www.nairaland.com/everythinggirly,"Professional writer • Contact me for academic research writing services (statistics, management, account, & social sciences) that will pass Turnitin • tenderlygal@gmail.com","July 06, 2021",7:46am,"Professional writer • Contact me for academic research writing services (statistics, management, account, & social sciences) that will pass Turnitin • tenderlygal@gmail.com",f,"Professional writer • Contact me for academic research writing services (statistics, management, account, & social sciences) that will pass Turnitin • tenderlygal@gmail.com",5 days,1959,0
nijaomegacode,https://www.nairaland.com/nijaomegacode,After Earth.,"March 14, 2016",8:19pm,I am a force of nature,m,,1 month & 23 days,1966,85
Mario1989,https://www.nairaland.com/mario1989,,"February 03, 2015",3:45pm,Not all that glitters is gold.,m,,6 hours & 9 minutes,651,19
kabillionaire,https://www.nairaland.com/kabillionaire,global,"July 09, 2018",10:10pm,the future belongs to those who dare...,m,,1 hour & 9 minutes,1398,7
epondudu,https://www.nairaland.com/epondudu,,"August 13, 2020",7:56pm,,,,20 days & 19 hours,1095,5
ukaface,https://www.nairaland.com/ukaface,lasgidi baaaaaaabbby,"January 02, 2019",9:43pm,"personalized,no sharing.",f,,2 months & 5 days,2512,5
etokhana,https://www.nairaland.com/etokhana,,"March 19, 2020",7:42pm,,,,13 days & 8 hours,1219,1024
Dankovich1,https://www.nairaland.com/dankovich1,,"May 06, 2019",10:14pm,,,,19 days & 8 hours,570,3
decryptofx,https://www.nairaland.com/decryptofx,Us,"March 26, 2022",10:15pm,DECRYPTOFX is an automated online trading and investment platform with a team of professional traders where investors with little or zero trading experience make profit daily.,m,,2 days & 17 hours,103,4
Flamethehussler,https://www.nairaland.com/flamethehussler,Finland ,"June 22, 2022",10:39pm,Old Account Flamees logins lost,,,3 days & 12 hours,263,0
WiszyFraud,https://www.nairaland.com/wiszyfraud,"Cairo, EGYPT","September 19, 2016",10:43pm,Gangsta Grillz ♡,,@,2 months & 11 days,1516,21
God1000,https://www.nairaland.com/god1000,Igedeland,"September 20, 2017",5:59pm,I'm your future president,m,,1 month & 25 days,6982,404
1Alex,https://www.nairaland.com/1alex,,"May 27, 2020",9:55pm,,,,1 month & 27 days,1370,6
moneyattractor,https://www.nairaland.com/moneyattractor,,"April 25, 2022",6:16pm,Never Stop Learning.....,m,,3 days & 1 hour,32,4
Uglybwoi,https://www.nairaland.com/uglybwoi,,"May 17, 2022",7:38pm,,,,7 days & 15 hours,32,0
Hndrrxxx,https://www.nairaland.com/hndrrxxx," capitol city","April 03, 2020",10:23pm,Grind got harrddder@$!@ and my mind got smarter,m,,1 month & 14 days,2483,14
mcmukoko12,https://www.nairaland.com/mcmukoko12,Port Harcourt,"August 20, 2014",4:05pm,,m,,26 days & 5 hours,418,2
ChiefAfonja,https://www.nairaland.com/chiefafonja,,"February 26, 2020",8:18am On Jul 26,The Yellobas Are Lovely People,,,5 days & 9 hours,672,9
WhizdomXX,https://www.nairaland.com/whizdomxx,,"July 26, 2020",2:57pm,Up Up We Go!,m,Wisdom Onianwa,26 days & 8 hours,2039,11
GardenOfGod,https://www.nairaland.com/gardenofgod,"Uyo, Nigeria ","August 03, 2021",8:11pm,New Man in Christ,m,,1 month & 5 days,2926,138
Davefed,https://www.nairaland.com/davefed,,"May 22, 2020",10:52pm,,m,,1 month & 4 days,415,21
phranq30,https://www.nairaland.com/phranq30,Lagos,"August 24, 2017",10:14am,Drink lots of water and mind your business.,m,@OzohIkenna,20 days & 9 hours,218,0
HiFive,https://www.nairaland.com/hifive,,"April 24, 2022",1:51pm,"I tried to believe, lord know I tried.",,,2 days & 3 hours,144,6
Ephetar,https://www.nairaland.com/ephetar,,"December 13, 2015",10:40pm,,,,18 days & 15 hours,118,10
Johnrake69,https://www.nairaland.com/johnrake69,,"September 01, 2014",10:57pm,,,,8 months & 9 days,2084,59
Greatn3ss,https://www.nairaland.com/greatn3ss,Sambisa,"September 20, 2021",6:27pm On Jul 26,,,,18 days & 20 hours,132,7
190theclown,https://www.nairaland.com/190theclown,Coventry/Savonna/Abuja/Leverkusen/Nicosia/Kristianstad,"July 24, 2012",9:22am,na wah o....wife material dx days go scarce,,,1 month & 11 days,7789,46
des4ella,https://www.nairaland.com/des4ella,,"March 09, 2015",10:15pm,To god be the Glory,m,,1 month & 17 days,221,1
my3name,https://www.nairaland.com/my3name,somewhere in Nigeria,"October 03, 2018",4:28pm,On God,m,,14 days & 4 hours,266,15
DIVAD2000,https://www.nairaland.com/divad2000,,"August 05, 2021",9:46am,,,,14 hours & 1 minute,76,0
chigoziri2403,https://www.nairaland.com/chigoziri2403,Catalonia,"July 14, 2015",9:43pm,"SATTIRE , PARODY ",m,,2 months & 6 days,3409,46
Pathfinder2090,https://www.nairaland.com/pathfinder2090,,"August 15, 2021",6:57pm,,,,8 days & 1 hour,96,0
anonymuz,https://www.nairaland.com/anonymuz,Lagos,"October 20, 2016",9:38am,,m,,3 months & 17 days,4292,18
Dwana96,https://www.nairaland.com/dwana96,lagos,"November 20, 2017",8:52pm,,m,,7 days & 4 hours,70,1
petsey,https://www.nairaland.com/petsey,,"September 22, 2016",8:35pm,Believe in ursef,m,,7 days & 3 hours,207,0
ogatboy,https://www.nairaland.com/ogatboy,,"March 30, 2015",10:27pm,networking is great,m,,1 month & 8 days,1202,3
Emekaonline,https://www.nairaland.com/emekaonline,,"October 08, 2020",1:05pm,,,,14 days & 5 hours,914,0
Hotzone,https://www.nairaland.com/hotzone,"Ohio, USA","July 28, 2017",1:06pm On Jul 24,Tell me something new,m,,1 month & 20 days,4187,90
Sammy101111,https://www.nairaland.com/sammy101111,Earth,"May 08, 2019",10:27pm,A Gentle soul ,m,,11 days & 10 hours,551,2
VenumX,https://www.nairaland.com/venumx,,"May 24, 2020",10:31pm,,,,8 days & 5 hours,759,0
Djyucee1,https://www.nairaland.com/djyucee1,Abuja,"March 13, 2017",8:48pm,,m,,1 month & 17 days,450,0
Tajbol4splend,https://www.nairaland.com/tajbol4splend,Ashburton Groove ,"February 19, 2015",7:57pm,Don't always listen to your parents,m,@tajbol4splend,2 months & 21 days,10335,236
jeph19,https://www.nairaland.com/jeph19,warri delta state,"April 07, 2018",9:00pm,easy going,m,,20 days & 20 hours,593,9
PumpumPrince,https://www.nairaland.com/pumpumprince,,"June 14, 2022",10:36pm,,,,3 days & 2 hours,780,10
RedMac,https://www.nairaland.com/redmac,,"October 16, 2021",7:46pm,,,,7 days & 11 hours,554,11
Coldfeets,https://www.nairaland.com/coldfeets,,"August 30, 2014",10:36pm,Chineke umu Israel...,,,2 months & 14 days,3332,0
MilitantAtheist,https://www.nairaland.com/militantatheist,Rain Forest Zone,"March 27, 2021",4:54am On Jul 26,What's good?,,Twitter,5 days & 9 hours,211,0
Jemex003,https://www.nairaland.com/jemex003,,"August 10, 2013",10:49pm,,,,15 days & 23 hours,296,0
Walins,https://www.nairaland.com/walins,,"March 14, 2010",6:38pm,,,,24 days & 13 hours,62,0
Thomthom,https://www.nairaland.com/thomthom,,"July 19, 2016",8:47pm,"I believe in Jesus Christ and God Almighty Abeg mode in-charge help me remove this this on my profile ""I believe that there is no god/God but Allah and Muhammad is His Prophet.""",m,,1 month & 1 day,1459,4
Ogbadu14,https://www.nairaland.com/ogbadu14,,"May 07, 2022",2:48pm On Jul 25,,,,1 day,10,0
Binancian,https://www.nairaland.com/binancian,,"May 10, 2022",9:44pm,,,,6 days & 8 hours,169,3
Divay22,https://www.nairaland.com/divay22,DELTA ,"November 28, 2016",10:58pm,I'm not satisfied with what i have but i am contented.  ,f,,7 months & 11 days,12579,14
Emmanueltrinity,https://www.nairaland.com/emmanueltrinity,somewhere in the Nigeria,"September 07, 2016",3:49pm,taurus,f,,6 days & 21 hours,100,1
Jevica,https://www.nairaland.com/jevica,,"November 03, 2021",3:19pm,,,,6 days & 9 hours,67,0
Talktalk2022,https://www.nairaland.com/talktalk2022,,"July 16, 2022",10:48pm,,,,8 hours & 40 minutes,2,0
stano2,https://www.nairaland.com/stano2,,"April 28, 2013",7:05pm,"Experience is expensive, you learn from it",m,stanfredbigblack,6 months & 8 days,2508,31
livinbygrace,https://www.nairaland.com/livinbygrace,,"September 27, 2013",8:15pm,,,,4 months & 21 days,2187,0
Evaremedy,https://www.nairaland.com/evaremedy,,"June 16, 2022",9:14pm,,,,2 days & 22 hours,65,5
HltSong,https://www.nairaland.com/hltsong,,"May 01, 2022",6:50pm On Jul 23,Help me revive my dead thread through this link:https://www.nairaland.com/5271729/tagthatrapist-been-raped-before-please#112421091 ,,,1 day & 3 hours,108,0
Ficient,https://www.nairaland.com/ficient,,"April 08, 2021",8:46pm,,,,11 days & 4 hours,1022,1
Kaykay999,https://www.nairaland.com/kaykay999,Philippines Manila ,"October 31, 2019",10:40pm,I’m your unsolved mystery ,m,,24 days & 7 hours,332,7
FaithBrain1994,https://www.nairaland.com/faithbrain1994,,"November 28, 2021",3:45pm,Script Editor+Columnist+PR Strategist,m,,5 days & 21 hours,383,0
Franking,https://www.nairaland.com/franking,,"May 30, 2008",9:35pm,,,,19 days,4006,0
OperationalVehi,https://www.nairaland.com/operationalvehi,,"November 02, 2021",11:10pm On Jul 26,,,,2 days & 16 hours,157,10
Iyajison,https://www.nairaland.com/iyajison,,"May 30, 2013",6:41am On Jul 23,,,,12 days,669,1
Bruno531,https://www.nairaland.com/bruno531,Abakaliki,"April 25, 2017",5:49pm On Jul 22,Ask me,m,benedictshawn,1 month & 1 day,173,0
Pharaoh13,https://www.nairaland.com/pharaoh13,,"July 02, 2022",10:29pm,,,,1 day & 3 hours,2,0
DavidHarry,https://www.nairaland.com/davidharry,,"May 25, 2015",6:36pm,Live and let live ,m,@ndthagreat,1 day & 17 hours,316,1
ashumate,https://www.nairaland.com/ashumate,,"July 22, 2022",10:19am On Jul 23,,,,11 minutes & 24 seconds,6,0
Chibyike,https://www.nairaland.com/chibyike,Lagos,"September 05, 2014",8:55pm,Am real,m,,3 days & 20 hours,34,3
roseIyn,https://www.nairaland.com/roseiyn,Lasgidi babe,"July 21, 2022",8:18pm On Jul 23,,f,,1 hour & 51 minutes,24,0
Billsclinton,https://www.nairaland.com/billsclinton,Jos,"August 19, 2021",8:36pm,"Money, Power, Respect. Family first tho",m,,4 days & 1 hour,38,0
lightwind,https://www.nairaland.com/lightwind,"Warri, Delta state ","February 13, 2017",8:43pm,,m,,1 month & 10 days,600,5
shaggy007,https://www.nairaland.com/shaggy007,noitacol,"January 21, 2006",1:18am On Jul 23,txet lanosrep,m,rettiwt,1 month,1549,19
harmargedon,https://www.nairaland.com/harmargedon,Jos,"January 15, 2018",8:38pm,Son of Amun-Ra ,,,1 month & 4 days,3933,64
panpan,https://www.nairaland.com/panpan,Lagos,"October 19, 2006",10:53pm,,m,,3 months & 13 days,953,12
tradingknowled1,https://www.nairaland.com/tradingknowled1,,"May 30, 2022",9:51pm,,,,15 hours & 20 minutes,71,1
Decent09,https://www.nairaland.com/decent09,,"November 13, 2020",8:05pm,,,,9 days & 7 hours,474,0
tobore4u,https://www.nairaland.com/tobore4u,Earth,"July 09, 2016",9:10pm,Hardwork indeed pays,m,,7 days & 17 hours,333,4
HEBEI,https://www.nairaland.com/hebei,Dotland,"June 11, 2021",6:00pm,They said we are a dot in a circle. I am part of that dot.,,@righteousDemon,14 days & 15 hours,647,0
Chrisnrld,https://www.nairaland.com/chrisnrld,,"March 13, 2019",5:38am,,,,1 month & 10 days,46,0
PharmacyStore,https://www.nairaland.com/pharmacystore,,"April 10, 2022",2:36pm,,,,10 hours & 29 minutes,345,8
Emperorx,https://www.nairaland.com/emperorx,,"July 01, 2014",10:21pm,,,,23 days & 2 hours,289,0
gucci20,https://www.nairaland.com/gucci20,,"September 30, 2011",10:19pm,,m,,1 month & 2 days,129,5
Akharmony,https://www.nairaland.com/akharmony,,"September 11, 2019",10:54pm,,,,20 days & 12 hours,1314,0
Xaint777,https://www.nairaland.com/xaint777,,"June 02, 2022",8:27pm,,,,23 hours & 21 minutes,5,0
Jayson504,https://www.nairaland.com/jayson504,Somewhere in the world,"October 11, 2015",6:28pm,Trust Nobody,m,I'm not on Twitter,2 months & 19 days,340,2
Phcmayor,https://www.nairaland.com/phcmayor,Portharcourt,"January 02, 2021",11:59am,,m,,3 days & 13 hours,500,17
AndroidAI,https://www.nairaland.com/androidai,,"November 16, 2020",9:58pm,,,,1 day & 15 hours,51,3
Hifeylove,https://www.nairaland.com/hifeylove,,"July 04, 2011",1:53pm,,,,23 days & 13 hours,209,0
showafrica,https://www.nairaland.com/showafrica,showafrica@gmail.com,"December 14, 2014",7:26pm,,m,showafrica@gmail.com,5 months & 3 days,5667,20
Iyeeshaar,https://www.nairaland.com/iyeeshaar,Abuja ,"July 13, 2022",10:31pm,,f,,5 hours & 1 minute,49,10
hkidola00,https://www.nairaland.com/hkidola00,Lagos,"July 14, 2014",10:59pm,U can easily know people's character by the way they treat people who can do nothing to them,m,,3 months & 22 days,1998,114
tegadave,https://www.nairaland.com/tegadave,warri,"May 18, 2019",10:36pm,wanna make easy cash online click on link https://GramFree.world/?r=1872938,m,,1 month & 11 days,142,5
ceejayluv,https://www.nairaland.com/ceejayluv,"Port Harcourt, Nigeria","July 20, 2007",10:58pm,,m,,8 months & 2 days,3717,46
Obidatti2023s,https://www.nairaland.com/obidatti2023s,Kano,"July 11, 2022",10:11pm,,m,,10 hours & 29 minutes,44,0
sewenbigboi,https://www.nairaland.com/sewenbigboi,,"December 17, 2013",11:10am,,,,7 days,46,1
Jafar1,https://www.nairaland.com/jafar1,North Central Nigeria,"July 01, 2016",9:12pm,Quote me while u are still wearing on your sense..,,,2 months & 10 days,2077,29
Kosoco,https://www.nairaland.com/kosoco,Nigeria,"May 03, 2018",10:30pm,Live and Let Live,m,,1 month & 14 days,1446,3
badaru911,https://www.nairaland.com/badaru911,,"July 01, 2014",8:46pm,,,,3 months & 1 day,535,1
Disclaimer12,https://www.nairaland.com/disclaimer12,,"July 21, 2020",10:33pm,,,,1 month & 7 days,379,6
headbasher96,https://www.nairaland.com/headbasher96,benue state,"January 24, 2018",9:08pm,am just a great guy trying to live my life,m,,1 month & 11 days,1360,8
Joyson,https://www.nairaland.com/joyson,,"April 21, 2021",7:35pm,,,,10 days & 6 hours,64,0
backtalkG,https://www.nairaland.com/backtalkg,Land of equity,"April 16, 2017",7:27pm,opinions are like food if you don't like mine cook yours,m,,1 month & 20 days,830,40
Authoreety,https://www.nairaland.com/authoreety,Jehovahs Divine Presence,"September 06, 2016",10:21pm,I HAVE A VERY BIG GOD WHO IS ALWAYS BY MY Side,,,4 months & 24 days,6943,43
NOTORIOUS100,https://www.nairaland.com/notorious100,Nigeria,"July 17, 2022",2:39pm,TRIUMPH,m,,9 hours & 2 minutes,13,12
Righteousness2,https://www.nairaland.com/righteousness2,,"December 21, 2020",9:53pm,,m,,3 months & 15 days,5344,161
WibusJaga,https://www.nairaland.com/wibusjaga,,"June 21, 2020",10:38pm,,,,3 months & 14 days,4494,4
MITCHELL96,https://www.nairaland.com/mitchell96,,"June 11, 2021",8:52pm,Eu Sorrio Para Te Agraceder Deus Por Tudo ,,,19 days & 20 hours,1848,4
Saviourk,https://www.nairaland.com/saviourk,Nigeria,"December 19, 2020",2:55pm,"The fear,the failure",,,22 days & 18 hours,476,4
donziller,https://www.nairaland.com/donziller,Awka,"November 08, 2013",8:16pm,Don't trouble trouble when trouble didn troubles u,m,,2 months & 22 days,528,2
beautyhd,https://www.nairaland.com/beautyhd,,"December 05, 2017",9:08pm,,,,2 months & 6 days,1677,7
realstars,https://www.nairaland.com/realstars,,"February 20, 2019",8:00pm,"Faith In God Is The Power Of Life,",,,3 months,10255,0
RamseyKush,https://www.nairaland.com/ramseykush,,"July 27, 2022",8:25pm,,,,41 minutes & 27 seconds,2,0
liljomo12,https://www.nairaland.com/liljomo12,,"June 29, 2018",9:49pm,,m,https://twitter.com/BlogAlenas,6 hours & 58 minutes,30,23
ghettowriter,https://www.nairaland.com/ghettowriter,Westeros,"September 21, 2016",5:34pm,All actions demand your Wisdom.,m,You bet,2 months & 2 days,1421,24
Melonsmasher,https://www.nairaland.com/melonsmasher,,"July 18, 2022",10:14pm,,,,1 day & 15 hours,103,1
Ejima1,https://www.nairaland.com/ejima1,,"October 24, 2017",10:39pm,,,,8 days & 6 hours,1267,368
Ryda,https://www.nairaland.com/ryda,Planet Earth,"September 21, 2012",4:35pm,Minding your business eliminates half the problem in your life,m,,2 months & 5 days,2545,74
KingKO22,https://www.nairaland.com/kingko22,,"March 13, 2022",9:29pm,,,,9 days,410,0
SupremeSpecimen,https://www.nairaland.com/supremespecimen,,"May 22, 2022",10:56pm,,,,4 days & 4 hours,534,0
Lanretoye,https://www.nairaland.com/lanretoye,LAGNG,"December 19, 2010",9:39pm,I believe in me,m,,3 months & 22 days,6934,35
OnionBandit,https://www.nairaland.com/onionbandit,,"June 03, 2021",10:29pm,Don't dm me. I am a male with big ballz,f,,14 days & 8 hours,971,6
jerseyboy,https://www.nairaland.com/jerseyboy,Botswana,"December 28, 2010",10:49pm,Thinking,,,7 months & 19 days,5000,108
beelon1020,https://www.nairaland.com/beelon1020,"Toronto, Canada","November 03, 2010",3:43pm,As you read this i see the face of God in you...then you smile..keep smiling...cheers,m,,2 months & 29 days,183,3
ican2020,https://www.nairaland.com/ican2020,,"January 05, 2011",6:38pm,,,,1 month & 26 days,2414,121
kolamilan,https://www.nairaland.com/kolamilan,"lagos,nigeria","March 07, 2010",9:29pm,i think i'm just too dynamics for everybody to understand.,m,,2 months & 20 days,2591,39
crackhouse,https://www.nairaland.com/crackhouse,,"August 26, 2010",10:02pm,Hmm,m,,5 months & 5 days,9665,33
Oesophagus99,https://www.nairaland.com/oesophagus99,Minna,"September 09, 2020",7:41pm,I am me and can never change to you..,m,,8 days & 19 hours,310,1
Mrkindness,https://www.nairaland.com/mrkindness,,"July 24, 2022",10:20pm,,,,11 hours & 57 minutes,19,0
Hypnotise,https://www.nairaland.com/hypnotise,Location ,"November 17, 2019",10:59pm,,,,2 months & 24 days,1486,3
bassetmole,https://www.nairaland.com/bassetmole,Lagos,"May 29, 2022",6:22pm,,m,,11 hours & 22 minutes,46,36
Rastafryrice,https://www.nairaland.com/rastafryrice,,"September 28, 2020",7:27pm,"Hello, Do you need help in writing your term papers, projects, research papers, letters, assignments, etc.. call/ message me on WhatsApp 09070634855... 100% satisfaction, Delivered before deadline and 100% plagiarism free contact us today",,,10 days & 17 hours,229,15
Kyari79,https://www.nairaland.com/kyari79,Funtua,"October 23, 2018",7:03pm,I like Joking,m,,7 days,408,0
Ogundex,https://www.nairaland.com/ogundex,Lagos,"May 24, 2018",8:17pm,,m,,6 days & 3 hours,63,5
ZombieNation,https://www.nairaland.com/zombienation,,"February 03, 2016",10:42pm,,,,8 days & 1 hour,1138,87
Chidi504,https://www.nairaland.com/chidi504,,"July 13, 2022",6:46pm,,,,43 minutes & 2 seconds,28,28
BetterHeadline,https://www.nairaland.com/betterheadline,,"March 27, 2022",3:45pm,,,,2 days & 7 hours,213,161
holluwizzy,https://www.nairaland.com/holluwizzy,Lagos ( Nigeria) ,"August 15, 2011",8:27pm,Reserved,m,,1 month & 28 days,1241,31
Stallionhorse,https://www.nairaland.com/stallionhorse,,"April 17, 2022",9:36pm,,,,3 days & 4 hours,661,12
BRATISLAVA,https://www.nairaland.com/bratislava,,"July 05, 2016",4:52pm,,,,2 months & 15 days,6004,1
OBTMOS,https://www.nairaland.com/obtmos,Abuja,"April 27, 2015",10:55pm,perfection ,m,@obmos,4 months & 7 days,1803,32
wakaman,https://www.nairaland.com/wakaman,,"July 16, 2009",7:22pm,,,,3 months & 2 days,2532,43
Eazy2648,https://www.nairaland.com/eazy2648,,"July 19, 2022",6:27pm,,,,1 hour & 6 minutes,9,9
Lekan2648,https://www.nairaland.com/lekan2648,,"June 13, 2022",6:24pm,,,,4 hours & 1 minute,35,35
Torchlitenews,https://www.nairaland.com/torchlitenews,,"May 26, 2022",6:07pm,,,,7 hours & 56 minutes,83,83
Uyi2017,https://www.nairaland.com/uyi2017,,"September 12, 2017",10:07pm,,m,,9 days & 23 hours,1129,524
Light78,https://www.nairaland.com/light78,,"January 31, 2020",9:45pm,,,,9 days & 20 hours,417,19
