name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online,no_of_posts,no_of_topics
Blaizzze,https://www.nairaland.com/blaizzze,Apapa ,"August 16, 2015",11:21pm,,m,,2 days & 9 hours,16,3
Lynda88,https://www.nairaland.com/lynda88,,"February 03, 2022",8:44pm On Jul 25,,,,3 days & 6 hours,93,2
Wisemann101,https://www.nairaland.com/wisemann101,,"July 20, 2017",3:41pm,,,,2 days & 6 hours,59,0
SUGARCyprian247,https://www.nairaland.com/sugarcyprian247,,"February 02, 2020",10:51pm,,,,26 days & 16 hours,326,11
silverkings,https://www.nairaland.com/silverkings,Anambra,"August 26, 2019",6:23pm,,,,25 days & 4 hours,530,1
ibcircuit,https://www.nairaland.com/ibcircuit,,"October 02, 2013",11:08am On Jul 02,,,,1 day & 5 hours,85,0
Abasbby,https://www.nairaland.com/abasbby,,"April 09, 2022",11:29am On Jun 28,,,,14 hours & 24 minutes,50,0
Khannyfrankie,https://www.nairaland.com/khannyfrankie,,"May 12, 2021",8:02am On Jul 17,,,,4 hours & 45 minutes,11,0
Idrismusty97,https://www.nairaland.com/idrismusty97,Lagos,"December 05, 2012",11:30pm,....,m,,9 months & 13 days,8232,128
sarzonpoint,https://www.nairaland.com/sarzonpoint,Ekiti state ,"March 19, 2013",7:03am On Jul 24,love 1 another,m,sarzonpoint,2 days & 8 hours,11,1
kingBlaq,https://www.nairaland.com/kingblaq,"Badagry, lagos","February 18, 2016",9:47pm,,m,,17 days & 7 hours,323,11
Shollyhero1,https://www.nairaland.com/shollyhero1,,"June 27, 2017",11:49pm On Jul 23,,m,,3 days & 2 hours,5,0
TonyNwoye,https://www.nairaland.com/tonynwoye,,"April 30, 2022",9:36am On Jun 23,,,,1 day & 2 hours,8,0
DAG01,https://www.nairaland.com/dag01,,"August 10, 2017",10:57pm On Apr 30,,,,1 hour & 21 minutes,2,0
nifnif,https://www.nairaland.com/nifnif,,"January 29, 2022",10:34am On Jun 10,,,,4 days & 8 hours,46,0
Roleks,https://www.nairaland.com/roleks,,"September 07, 2019",10:45pm,,m,Rhotimmy59,1 day & 19 hours,43,3
Ayovick,https://www.nairaland.com/ayovick,,"May 02, 2022",11:13pm,,,,1 day,18,0
Blessing1702,https://www.nairaland.com/blessing1702,,"April 18, 2022",11:46am,,,,2 hours & 56 minutes,2,0
horla10,https://www.nairaland.com/horla10,,"September 19, 2015",9:56pm,,,,2 days & 11 hours,126,1
ErnestUchenna,https://www.nairaland.com/ernestuchenna,,"January 27, 2021",8:05pm,,,,13 hours & 57 minutes,30,0
theeimpulse,https://www.nairaland.com/theeimpulse,Lagos,"November 03, 2016",7:09pm,Mind your Business!,m,theeimpulse,9 hours & 58 minutes,1,0
Tosinyno169,https://www.nairaland.com/tosinyno169,,"April 30, 2022",8:09pm On Jul 10,,,,4 hours & 28 minutes,1,0
Damilolahassan1,https://www.nairaland.com/damilolahassan1,,"May 04, 2022",9:50am,,,,11 hours & 37 minutes,32,0
sacrono,https://www.nairaland.com/sacrono,,"July 14, 2014",7:07am On Jun 09,,,,7 days & 2 hours,138,2
Isaatin72,https://www.nairaland.com/isaatin72,,"December 29, 2017",4:39pm On May 11,,,,4 hours & 58 minutes,8,0
jelel6,https://www.nairaland.com/jelel6,,"June 28, 2013",10:44pm,,,,4 months & 7 days,1437,4
Chase1996,https://www.nairaland.com/chase1996,,"April 23, 2022",8:28pm On Jun 16,,,,56 minutes & 51 seconds,9,1
RONSUNAG,https://www.nairaland.com/ronsunag,,"May 06, 2022",8:47am On May 11,,,,1 hour & 11 minutes,3,0
donmarvex1,https://www.nairaland.com/donmarvex1,Classified,"August 28, 2015",5:42pm,NA,m,,13 days & 21 hours,291,12
Sukuna,https://www.nairaland.com/sukuna,Nigeria,"May 28, 2021",7:07pm On Jun 17,Burner account,m,,2 days & 11 hours,54,1
Gloaz10,https://www.nairaland.com/gloaz10,Uyo ,"May 10, 2017",9:57pm," That calm and humble damsel ",f,,1 day & 7 hours,40,0
As123456789,https://www.nairaland.com/as123456789,,"May 04, 2022",8:21pm On Jul 25,,,,16 hours & 58 minutes,11,0
Bamseal,https://www.nairaland.com/bamseal,,"May 11, 2022",6:28pm On Jul 10,,,,30 minutes & 55 seconds,1,0
linrose21,https://www.nairaland.com/linrose21,igando,"November 22, 2017",2:22pm,,f,,1 day & 1 hour,8,0
Yomamamama,https://www.nairaland.com/yomamamama,,"January 21, 2022",8:19pm On Jul 19,,,,7 hours & 25 minutes,28,0
RoselynLevi16,https://www.nairaland.com/roselynlevi16,,"December 20, 2016",6:05pm,I will make things happen.  little things count too. ,f,,2 hours & 1 minute,17,0
bobolarry,https://www.nairaland.com/bobolarry,Abeokuta,"January 03, 2019",10:46pm,,m,,11 days & 15 hours,107,2
LilyOg,https://www.nairaland.com/lilyog,,"May 15, 2022",11:37pm,,,,5 days & 5 hours,109,0
ardeyhorlarh,https://www.nairaland.com/ardeyhorlarh,,"May 15, 2022",10:10pm,,,,4 hours & 49 minutes,6,0
Pharukh96,https://www.nairaland.com/pharukh96,,"May 16, 2022",11:53pm On Jul 13,,,,6 hours & 34 minutes,3,0
Kike578,https://www.nairaland.com/kike578,,"May 17, 2022",1:20pm On Jul 06,,,,1 hour & 10 minutes,3,0
CrownYomex,https://www.nairaland.com/crownyomex,,"August 25, 2014",11:33pm On Jul 25,,,,1 day & 15 hours,44,0
Tobyadey,https://www.nairaland.com/tobyadey,,"January 13, 2021",9:09am On Jun 24,,,,3 hours & 24 minutes,5,0
Marydolapo,https://www.nairaland.com/marydolapo,,"May 17, 2022",11:27pm,,,,14 hours & 33 minutes,30,0
nkykate2,https://www.nairaland.com/nkykate2,,"September 20, 2014",3:51pm On Jun 30,,f,,6 hours & 52 minutes,5,1
Dee99love,https://www.nairaland.com/dee99love,,"May 19, 2022",3:08pm On Jun 24,,,,28 minutes & 15 seconds,2,0
Sunshinegold177,https://www.nairaland.com/sunshinegold177,,"May 19, 2022",11:12am On Jul 04,,,,50 minutes & 54 seconds,7,0
Teannah,https://www.nairaland.com/teannah,,"May 19, 2022",8:06pm On Jul 19,,,,1 hour & 18 minutes,1,0
Quyum,https://www.nairaland.com/quyum,,"June 19, 2020",10:31pm On Jul 16,,,,4 hours & 7 minutes,5,0
Marveauxxxx,https://www.nairaland.com/marveauxxxx,,"May 20, 2022",2:40pm,,,,1 hour & 6 minutes,3,0
Sylviaaaaaaaaaa,https://www.nairaland.com/sylviaaaaaaaaaa,,"May 17, 2022",9:24pm On Jul 22,,,,13 hours & 54 minutes,30,0
Cchykhe,https://www.nairaland.com/cchykhe,,"January 25, 2021",4:31pm On Jun 07,,,,10 hours,2,0
Yenyen1998,https://www.nairaland.com/yenyen1998,,"May 23, 2022",7:11pm On Jul 23,,,,7 hours & 9 minutes,23,0
oforozato,https://www.nairaland.com/oforozato,,"May 13, 2022",6:15am,,,,2 days & 3 hours,11,1
LaPrinZ,https://www.nairaland.com/laprinz,,"September 28, 2013",2:05pm On Jul 24,Our scientific power has outrun our spiritual power.we av guided missiles bt misguided MEN.,m,,5 hours & 44 minutes,9,0
beeberly,https://www.nairaland.com/beeberly,,"October 28, 2020",12:31pm On Jul 24,,,,1 day & 3 hours,35,0
josesterling,https://www.nairaland.com/josesterling,Lagos,"December 10, 2015",2:44pm On Jun 25,"Float like a butterfly, sting like a bee",m,@zukajessey,38 minutes & 48 seconds,4,0
EmmaTay,https://www.nairaland.com/emmatay,heaven,"June 01, 2012",7:41pm,THE SUPREME IRONY OF LIFE IS THAT HARDLY ANYONE GOES OUT OT  IT ALIVE,m,,7 days & 15 hours,128,0
Mercy00,https://www.nairaland.com/mercy00,,"May 18, 2022",6:28pm,,,,1 hour & 35 minutes,1,0
HapinexUzon,https://www.nairaland.com/hapinexuzon,,"April 09, 2022",8:01am On Jun 18,,,,1 hour & 29 minutes,1,0
jaynosa,https://www.nairaland.com/jaynosa,,"May 30, 2022",8:10am On Jul 08,,,,1 hour & 23 minutes,1,0
Amysoph,https://www.nairaland.com/amysoph,,"July 07, 2021",1:21pm,,,,13 hours & 28 minutes,6,0
Layo6511,https://www.nairaland.com/layo6511,,"June 01, 2022",10:37am On Jun 04,,,,23 minutes & 25 seconds,1,0
Apowers,https://www.nairaland.com/apowers,,"May 13, 2019",12:54pm On Jul 18,,,,5 hours & 12 minutes,1,0
Tonia606,https://www.nairaland.com/tonia606,,"December 21, 2020",7:29pm On Jul 22,,,,2 hours & 3 minutes,2,0
Makarious,https://www.nairaland.com/makarious,,"March 21, 2022",10:17pm On Jun 20,,,,44 minutes & 58 seconds,9,0
Dema01,https://www.nairaland.com/dema01,,"June 05, 2022",7:26pm On Jun 12,,,,6 minutes & 58 seconds,1,0
Blissrollins,https://www.nairaland.com/blissrollins,,"June 05, 2022",3:49pm,,,,43 minutes & 58 seconds,7,0
Omexx,https://www.nairaland.com/omexx,,"December 05, 2019",10:12pm,,,,7 days & 4 hours,70,0
Okorietochi,https://www.nairaland.com/okorietochi,,"May 04, 2021",10:29pm On Jul 25,,m,,6 hours & 10 minutes,14,0
Enteemama,https://www.nairaland.com/enteemama,,"March 15, 2022",9:43pm,Less is More,f,,10 hours & 22 minutes,11,0
Gift99,https://www.nairaland.com/gift99,,"June 08, 2022",12:04am On Jul 22,,,,38 minutes & 17 seconds,9,0
Funmilola001,https://www.nairaland.com/funmilola001,,"June 08, 2022",7:39pm On Jul 20,,,,1 hour & 2 minutes,3,0
hos4x,https://www.nairaland.com/hos4x,,"October 09, 2014",1:38pm,Drop The Weight... Fly..,m,Itx_hosax,20 days & 16 hours,185,0
ElDeshh,https://www.nairaland.com/eldeshh,"Lagos, Nigeria ","January 12, 2019",4:14pm On Jul 18,,m,@KanuIfeanyi_,1 day & 5 hours,8,0
Abbatisb,https://www.nairaland.com/abbatisb,,"October 23, 2021",11:44pm On Jul 21,,,,13 hours & 59 minutes,13,0
Precepts,https://www.nairaland.com/precepts,,"February 04, 2022",7:34pm,,,,14 hours & 41 minutes,10,0
mzehnee,https://www.nairaland.com/mzehnee,"Lagos ,Nigeria","April 03, 2017",7:03pm,,f,ehneedahgold,5 hours & 32 minutes,13,0
Erioluwatemilor,https://www.nairaland.com/erioluwatemilor,,"November 06, 2019",1:11pm,,,,2 minutes & 29 seconds,1,0
Temipearl,https://www.nairaland.com/temipearl,,"June 10, 2022",1:06pm,,,,1 hour & 12 minutes,1,0
Ahmadoo,https://www.nairaland.com/ahmadoo,,"June 12, 2022",8:55pm,,,,8 hours & 8 minutes,6,0
Alienist,https://www.nairaland.com/alienist,,"June 13, 2022",8:45pm,,,,1 day & 5 hours,34,2
olul,https://www.nairaland.com/olul,,"February 20, 2022",10:57am On Jul 23,,,,1 hour & 44 minutes,4,0
Selfmade258,https://www.nairaland.com/selfmade258,,"June 13, 2022",8:16pm,,,,4 hours & 39 minutes,9,0
Ahatify,https://www.nairaland.com/ahatify,,"October 07, 2021",11:35am On Jul 11,,,,9 hours & 23 minutes,9,0
ClimaxHerbalixt,https://www.nairaland.com/climaxherbalixt,"Akure, Ondo State","June 09, 2022",10:02am On Jul 06,This is an herbal medical channel that provide free consultations on all ailments affecting human being using natural products.,m,,1 day & 12 hours,385,6
Ijay14,https://www.nairaland.com/ijay14,,"June 16, 2022",8:33pm,,,,38 minutes & 18 seconds,5,0
Enquirer007,https://www.nairaland.com/enquirer007,,"June 20, 2022",5:10pm On Jul 17,,,,1 hour & 14 minutes,7,0
Ruksain0310,https://www.nairaland.com/ruksain0310,,"June 21, 2022",1:30am On Jul 22,,,,1 hour & 9 minutes,1,0
dbabz,https://www.nairaland.com/dbabz,,"July 12, 2014",10:49pm,,,,25 days & 23 hours,40,1
Ayobamii7,https://www.nairaland.com/ayobamii7,,"June 21, 2022",4:54pm On Jul 21,,,,37 minutes & 32 seconds,2,0
Iyetomilola,https://www.nairaland.com/iyetomilola,,"June 22, 2022",7:13am On Jul 14,,,,15 minutes & 7 seconds,4,0
simeonine,https://www.nairaland.com/simeonine,,"August 10, 2018",3:38pm On Jul 23,,,,11 hours & 56 minutes,37,6
VickyOsems,https://www.nairaland.com/vickyosems,,"June 23, 2022",10:59pm,,,,6 hours & 8 minutes,12,0
ucanifyoubilif,https://www.nairaland.com/ucanifyoubilif,,"June 25, 2022",6:26pm On Jul 09,,,,1 hour & 26 minutes,4,0
OOGUNKO,https://www.nairaland.com/oogunko,,"November 11, 2021",2:07am On Jul 17,,,,10 hours & 43 minutes,5,0
Tolatokun,https://www.nairaland.com/tolatokun,,"May 05, 2022",1:08pm,,,,3 hours & 19 minutes,17,0
Gbemisolagunwa,https://www.nairaland.com/gbemisolagunwa,,"May 09, 2022",6:51am On Jul 22,,,,1 hour & 10 minutes,1,0
Phemmy988,https://www.nairaland.com/phemmy988,,"June 29, 2022",8:12pm,,,,12 hours & 10 minutes,6,0
Euodias,https://www.nairaland.com/euodias,,"July 14, 2022",9:51pm,,,,2 hours & 24 minutes,3,0
Muhb,https://www.nairaland.com/muhb,,"April 07, 2021",10:22pm,,,,1 hour & 28 minutes,3,0
Stoicful,https://www.nairaland.com/stoicful,,"July 04, 2022",8:54pm,Josué,m,,18 hours & 3 minutes,24,0
Anibecca,https://www.nairaland.com/anibecca,,"July 13, 2022",11:22pm,,,,8 hours & 28 minutes,8,1
preacherdark,https://www.nairaland.com/preacherdark,,"April 12, 2022",7:04am On Jul 23,Dark Triad,m,,2 days & 1 hour,63,0
Emodeee,https://www.nairaland.com/emodeee,,"May 24, 2012",8:44pm,,,,4 months & 6 days,5382,151
Impactever,https://www.nairaland.com/impactever,Nigeria ,"March 29, 2015",10:24pm On Jul 25,,m,,25 days & 10 hours,410,17
gwininfo,https://www.nairaland.com/gwininfo,Lagos ,"October 01, 2017",6:34pm,,m,,20 days & 9 hours,108,13
Tessy4life,https://www.nairaland.com/tessy4life,port harcourt,"February 14, 2015",9:24pm,lovin Nairaland,f,,11 days & 23 hours,80,4
lawflec,https://www.nairaland.com/lawflec,Benin city. Ugbowo,"October 30, 2013",6:27pm,They gonna love me for my ambition,m,@lawrenceezealichijioke,2 months & 4 days,562,47
itzyeami,https://www.nairaland.com/itzyeami,Ibadan,"January 05, 2016",6:28pm,,m,@niyelles07,11 hours & 27 minutes,11,0
RaphRithzee,https://www.nairaland.com/raphrithzee,Kaduna,"May 03, 2016",6:23pm,,m,,14 hours & 35 minutes,24,1
kolarov93,https://www.nairaland.com/kolarov93,Ibadan,"January 09, 2016",7:18pm,,m,Kolarov2015,12 days & 3 hours,138,5
Olaolu2005,https://www.nairaland.com/olaolu2005,,"August 05, 2015",7:28pm,I can do all things through Christ who strengthens me. ,m,,2 days & 5 hours,125,6
Hizubest,https://www.nairaland.com/hizubest,,"April 22, 2019",8:15pm,,,,2 hours & 47 minutes,2,0
Nobility247,https://www.nairaland.com/nobility247,,"January 24, 2018",8:22pm,,m,,23 days & 23 hours,11,3
Obasempiree,https://www.nairaland.com/obasempiree,,"August 02, 2020",11:25pm,,m,,7 days & 14 hours,148,28
HRHQueenPhil,https://www.nairaland.com/hrhqueenphil,Okota Lagos,"February 28, 2017",10:15pm,,f,Instagram: hrhqueenEka,1 month & 11 days,5181,79
blackboy,https://www.nairaland.com/blackboy,,"October 31, 2005",8:43pm,,m,,3 months & 27 days,5624,47
Revolution2022,https://www.nairaland.com/revolution2022,,"January 01, 2022",10:03pm,,m,,18 days & 2 hours,2701,14
Johnsonben6,https://www.nairaland.com/johnsonben6,,"July 26, 2022",8:59pm,,,,5 minutes & 22 seconds,1,1
Stephen0mozzy,https://www.nairaland.com/stephen0mozzy,,"July 24, 2020",7:36pm,,,,11 days & 20 hours,432,8
Ebubu3,https://www.nairaland.com/ebubu3,,"January 29, 2022",7:45pm,,,,9 days & 6 hours,842,38
Viralmagg,https://www.nairaland.com/viralmagg,,"May 21, 2020",9:52pm,click on the Link below to Take the Survey,,,21 days & 4 hours,1812,100
Tohsynetita1,https://www.nairaland.com/tohsynetita1,,"November 25, 2015",11:28pm,,,,2 months & 26 days,1923,149
Ceesser,https://www.nairaland.com/ceesser,Nigeria,"July 10, 2022",9:18pm,You face everything Alone,,,1 day & 11 hours,43,6
Qye1,https://www.nairaland.com/qye1,,"June 19, 2022",4:20pm,,,,2 hours,73,0
oganasolomon,https://www.nairaland.com/oganasolomon,,"November 07, 2013",8:23pm,,,,3 days,14,2
msmeplatform,https://www.nairaland.com/msmeplatform,,"July 09, 2022",8:36pm,,,https://twitter.com/msme_africa,10 hours & 27 minutes,20,20
olaitanhabeeb19,https://www.nairaland.com/olaitanhabeeb19,,"July 26, 2022",7:54pm,,,,13 minutes & 39 seconds,1,1
Haleefah,https://www.nairaland.com/haleefah,,"June 03, 2022",11:10pm,,,,1 day & 2 hours,9,0
Nwaomaah,https://www.nairaland.com/nwaomaah,,"March 30, 2022",10:27pm,,,,6 days & 1 hour,29,1
Emmanuelovis,https://www.nairaland.com/emmanuelovis,,"March 24, 2019",6:18pm,,,,1 hour & 59 minutes,6,0
MStar09,https://www.nairaland.com/mstar09,,"December 14, 2018",7:06pm,,,,7 days & 3 hours,443,1
Daprincekid1,https://www.nairaland.com/daprincekid1,Nigeria,"May 07, 2015",9:14pm On Jul 11,,m,@Daprincekid1,20 hours & 22 minutes,19,0
Ilysm,https://www.nairaland.com/ilysm,Nigeria,"May 23, 2020",1:44pm On Jul 25,Carpe diem,f,,3 hours & 11 minutes,18,0
berepiki,https://www.nairaland.com/berepiki,Port Harcourt,"December 07, 2010",6:02pm,I rather die believing Jesus than to live doubting,m,,27 days & 1 hour,621,140
Ibroguy121,https://www.nairaland.com/ibroguy121,,"February 05, 2021",11:37pm,,,,2 days & 10 hours,38,7
onyiokoye,https://www.nairaland.com/onyiokoye,,"July 13, 2022",1:18pm On Jul 25,,,,9 hours & 44 minutes,64,0
lakunle1love,https://www.nairaland.com/lakunle1love,,"August 24, 2013",3:14pm On Jul 22,peace ,m,,6 days & 1 hour,255,42
jidex4life,https://www.nairaland.com/jidex4life,,"January 04, 2016",1:50pm,,,,13 days & 2 hours,377,1
seyifunmi111,https://www.nairaland.com/seyifunmi111,,"January 02, 2014",1:17am,,,,8 days & 3 hours,125,5
aduz,https://www.nairaland.com/aduz,,"August 28, 2018",3:47pm,,,,1 day & 3 hours,32,1
Auwalboy,https://www.nairaland.com/auwalboy,kano,"February 28, 2015",1:10pm On Jul 24,,m,,3 days & 1 hour,41,0
KomGhale,https://www.nairaland.com/komghale,,"July 11, 2022",7:58pm,,,,14 hours & 32 minutes,2,0
yetundetanwa,https://www.nairaland.com/yetundetanwa,,"August 16, 2016",11:06pm,,f,,2 days & 11 hours,49,0
nnanyelugo1,https://www.nairaland.com/nnanyelugo1,,"March 26, 2013",10:32pm,,,,3 days & 15 hours,16,2
Perriexx,https://www.nairaland.com/perriexx,,"March 03, 2022",7:16pm,,,,23 hours & 47 minutes,23,0
Ekiye12,https://www.nairaland.com/ekiye12,,"July 14, 2022",10:30am On Jul 25,,,,33 minutes & 38 seconds,1,0
Carliel8,https://www.nairaland.com/carliel8,Merseyside,"May 17, 2020",6:18pm,,m,,1 day & 8 hours,20,0
Callmezizi,https://www.nairaland.com/callmezizi,,"January 14, 2019",9:10pm,,,,11 hours & 34 minutes,16,0
vanvictorp,https://www.nairaland.com/vanvictorp,,"July 14, 2022",10:52pm On Jul 14,,,,3 minutes & 52 seconds,1,0
Evafan,https://www.nairaland.com/evafan,,"June 23, 2016",1:42am On Jul 15,I can do all things through Christ who strenthen me ,f,,21 hours & 32 minutes,3,0
shegzy0514,https://www.nairaland.com/shegzy0514,,"September 10, 2017",10:56pm,This life no just balance ,m,,1 month & 18 days,284,13
EmmanuelHomes,https://www.nairaland.com/emmanuelhomes,,"July 15, 2022",7:11pm,,,,23 hours & 22 minutes,6,0
Afolad100,https://www.nairaland.com/afolad100,,"May 23, 2017",9:21pm,,,,12 hours & 52 minutes,17,0
SIRPET,https://www.nairaland.com/sirpet,,"October 25, 2021",9:28pm,,,,2 days & 9 hours,46,0
Utycar,https://www.nairaland.com/utycar,,"February 20, 2019",11:00pm,,,,12 days & 3 hours,84,0
Donwizzypro,https://www.nairaland.com/donwizzypro,,"December 14, 2021",6:46pm On Jul 24,,,,17 hours & 49 minutes,78,1
tundeloveday,https://www.nairaland.com/tundeloveday,,"November 29, 2013",9:42pm,,m,,1 month & 4 days,293,2
win23,https://www.nairaland.com/win23,"Enugu, Nigeria","December 16, 2014",9:34pm,"Knowledge, skills, creativity and goal",m,,17 hours & 44 minutes,6,0
izzy11,https://www.nairaland.com/izzy11,,"September 12, 2019",6:58pm On Jul 21,,,,3 hours & 7 minutes,19,3
UzoAima,https://www.nairaland.com/uzoaima,,"March 11, 2020",4:41pm,,,,15 hours & 45 minutes,5,0
pokodude,https://www.nairaland.com/pokodude,,"October 12, 2013",5:30pm On Jul 19,,m,,3 days & 1 hour,133,0
emirumi,https://www.nairaland.com/emirumi,,"June 07, 2016",2:25pm On Jul 22,,,,1 day & 15 hours,27,0
TheMohican,https://www.nairaland.com/themohican,"Challenger deep, Mariana trench","March 28, 2020",11:26pm,,m,,10 days & 3 hours,415,4
Lawsonking,https://www.nairaland.com/lawsonking,,"December 07, 2020",7:44pm,,,,1 day & 12 hours,29,0
BCAV,https://www.nairaland.com/bcav,,"September 07, 2018",7:00pm,,,,14 days & 14 hours,35,1
beauty4jo,https://www.nairaland.com/beauty4jo,,"September 04, 2016",10:36pm,,,,17 hours & 27 minutes,13,1
Adizus,https://www.nairaland.com/adizus,,"October 31, 2009",7:25pm On Jul 25,,,,4 hours & 36 minutes,3,0
Yettyfavour,https://www.nairaland.com/yettyfavour,,"March 18, 2021",4:10pm,,,,5 hours & 34 minutes,7,0
kingsleyyu,https://www.nairaland.com/kingsleyyu,,"August 09, 2013",11:14pm,,,,1 hour & 39 minutes,1,0
kingsley103,https://www.nairaland.com/kingsley103,Nigeria,"May 31, 2011",9:19pm,LOVE.,m,KingsleyIgbokwe,13 days & 3 hours,60,27
Polchiz,https://www.nairaland.com/polchiz,Abuja,"June 16, 2013",11:23pm,Life as I've seen it in this modern and complex world would be unsuitable if left unplanned ahead of time.,m,,1 month & 27 days,992,23
Adimz,https://www.nairaland.com/adimz,,"January 30, 2019",9:46pm,,,,2 days & 21 hours,100,0
ralphelo,https://www.nairaland.com/ralphelo,,"November 07, 2009",10:19pm,,,,19 days & 5 hours,279,0
MrSuama,https://www.nairaland.com/mrsuama,,"August 05, 2014",5:39pm On Jul 25,,m,,1 month & 1 day,971,5
latestnaijagot,https://www.nairaland.com/latestnaijagot,"Lagos,Nigeria ","July 03, 2014",8:25pm,PredictAndWin where you can predict and win cash by simply predicting correct scores or the results of football matches #predictandwin #PredictAndWin #makemoney  #makemoneyonline #makemoneyfromhome  ,m,predictandwiin,1 day & 6 hours,136,26
Ejb061286,https://www.nairaland.com/ejb061286,,"June 30, 2012",8:03pm,,m,,2 days & 21 hours,60,2
Ola9111,https://www.nairaland.com/ola9111,,"July 23, 2022",9:28pm,,,,1 hour & 17 minutes,2,0
nairalee,https://www.nairaland.com/nairalee,Kaduna ,"June 05, 2017",6:39pm,,m,,1 month & 22 days,2058,8
Messileo10000,https://www.nairaland.com/messileo10000,,"November 05, 2015",8:00pm,,,,5 days & 4 hours,45,0
Ndarabi,https://www.nairaland.com/ndarabi,,"September 30, 2021",4:32pm,,,,1 day,24,0
Omuka,https://www.nairaland.com/omuka,,"May 04, 2016",11:37pm,,,,4 months & 20 days,382,32
Chumek001,https://www.nairaland.com/chumek001,,"January 31, 2019",6:54pm,,,,1 day & 20 hours,15,1
EmekusTHEgreat,https://www.nairaland.com/emekusthegreat,Nigeria,"September 11, 2014",10:45pm,"""For a second I was in control, I had it once, I lost it though, And all along the fire below would rise and I wish you could have let me know what's really going on below I've lost you now, you let me go but one last time; tell me you love me."" TRUE LOVE",m,@EzeNapoleon,1 month & 7 days,616,3
Consultsandra,https://www.nairaland.com/consultsandra,"Enugu, Nigeria","June 08, 2022",6:09pm,,f,@Sandy_Aneke,5 hours & 2 minutes,23,21
RawBitterTruth,https://www.nairaland.com/rawbittertruth,"Zurich,Swiss Confederation, Switzerland. ","November 13, 2021",11:32pm,,,@proctopuss,2 days & 1 hour,85,2
Cineinfo,https://www.nairaland.com/cineinfo,,"March 27, 2020",11:00pm,,m,,26 days & 12 hours,29,0
Valwezzy,https://www.nairaland.com/valwezzy,Right before you,"June 30, 2014",9:53pm,"Expect a nigga like you expect Jesus, expect me, I'm coming!",,@valwezzy,6 months & 24 days,1095,11
minosky,https://www.nairaland.com/minosky,,"September 06, 2012",9:32pm,,,,7 days & 4 hours,40,13
Tordue123,https://www.nairaland.com/tordue123,Benue state,"July 11, 2020",8:34pm,,m,,1 day & 11 hours,36,3
luvlyoracle,https://www.nairaland.com/luvlyoracle,,"September 30, 2013",9:55pm,,m,@sage393,7 months & 6 days,3193,15
Micwex,https://www.nairaland.com/micwex,Lagos,"July 17, 2022",5:55pm On Jul 22,,m,@michealilesanm5,46 minutes & 55 seconds,1,0
aliyuthayo,https://www.nairaland.com/aliyuthayo,,"March 27, 2008",1:04pm,IT Networking and Security Expert ,m,,1 month & 27 days,630,23
Mixedfraction,https://www.nairaland.com/mixedfraction,,"December 14, 2019",11:12pm,,,,7 days & 22 hours,424,2
aysuprano,https://www.nairaland.com/aysuprano,,"December 18, 2013",9:11pm,,m,,2 months & 10 days,403,28
Felimax,https://www.nairaland.com/felimax,,"March 01, 2015",11:38pm,,m,,1 month & 2 days,2388,6
Ferrytech,https://www.nairaland.com/ferrytech,Lagos,"May 26, 2022",6:48pm On Jul 06,spamming- cracking- carding- best plug for wire check- email and number lead- cc top up logs- banks logs- bunk social media account for sale- I load all usa local bank and credit card- Businesses partners only,m,,4 days & 11 hours,620,11
sageb,https://www.nairaland.com/sageb,,"October 24, 2014",9:15pm,i am a luminar,,,6 months & 28 days,2423,9
ChybuzzDD,https://www.nairaland.com/chybuzzdd,UAE,"November 12, 2019",2:25pm,,m,,2 months & 14 days,1764,6
Bukky79,https://www.nairaland.com/bukky79,,"May 26, 2022",4:56pm On May 26,,f,,1 hour & 44 minutes,5,0
Offpoint1,https://www.nairaland.com/offpoint1,,"March 04, 2019",8:49pm,https:///2349055402072,,,2 months & 5 days,4843,41
ATEAMS,https://www.nairaland.com/ateams,Planet Earth,"November 20, 2016",8:06pm On Jul 17,,,,1 month & 20 days,2568,11
alphaconde,https://www.nairaland.com/alphaconde,Guinea,"September 03, 2012",6:49pm,"Rasulullah صلى الله عليه وسلم  said
""An Intelligent Person Is 1 Who Is Constantly Thinking About And Preparing For Death.""",m,,2 months & 21 days,2815,82
SensualMan,https://www.nairaland.com/sensualman,London,"February 02, 2013",9:24pm,The Only Love Worthy Of a Name Is Unconditional...,,,1 month & 29 days,1233,3
Aboguede,https://www.nairaland.com/aboguede,,"September 06, 2017",3:29am On Jul 21,"Never stop dreaming, never stop believing",m,,2 months & 11 days,2762,32
pegix,https://www.nairaland.com/pegix,"lagos, Jos city","April 27, 2020",6:04pm,"Real life is worth livin"".",m,_HENOK__,24 days & 2 hours,1168,30
Mindlog,https://www.nairaland.com/mindlog,"Cambridge, UK","October 13, 2019",8:46am,,,,4 months & 3 days,4441,1
SwayG,https://www.nairaland.com/swayg,,"July 23, 2017",1:55pm,,,,14 days & 17 hours,249,5
umpire1st,https://www.nairaland.com/umpire1st,Abuja ,"March 05, 2017",11:14am On Jul 25,,m,,7 days & 5 hours,74,0
abobote,https://www.nairaland.com/abobote,,"March 30, 2020",10:15pm,,,,2 months & 14 days,4027,4
WebWriter,https://www.nairaland.com/webwriter,,"February 21, 2022",9:44pm,,,,1 day & 19 hours,134,11
alizma,https://www.nairaland.com/alizma,,"February 25, 2016",11:21pm,,,,5 months & 24 days,7964,41
