name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online
liray,https://www.nairaland.com/liray,,"December 25, 2008",11:37am On Mar 15,,,,3 hours & 29 minutes
Gold2017,https://www.nairaland.com/gold2017,,"July 24, 2017",7:52pm On Feb 16,,,,6 days & 7 hours
VocalWalls,https://www.nairaland.com/vocalwalls,,"June 30, 2014",9:12pm On Jun 06,,,,2 months & 19 days
cortix,https://www.nairaland.com/cortix,,"July 07, 2016",1:26am On Dec 30,"Single? Dating? Married? Sugar Babying? Committed? Confused? Or Just Hoeing around, come learn and share with the Pick.ng community.",m,,9 days
Oloruntobi4382,https://www.nairaland.com/oloruntobi4382,,"October 11, 2014",2:23pm On Jul 22,,m,,14 days & 20 hours
Naturalized,https://www.nairaland.com/naturalized,,"November 18, 2015",10:49pm On Jul 21,,m,,7 days & 18 hours
Arikenimi90,https://www.nairaland.com/arikenimi90,"Lagos,Nigeria.","September 18, 2017",12:23pm On Nov 08,No one knows Tomorrow,f,,1 hour & 59 minutes
GreatAchiever1,https://www.nairaland.com/greatachiever1,,"April 25, 2017",7:41am,"I'm just a guy who has a big dream that believes with GOD on my side, i can achieve anything GREAT",,,1 month & 9 days
18SepPython,https://www.nairaland.com/18seppython,,"September 21, 2017",11:48pm On Feb 01,,,,1 hour & 39 minutes
FamDamSam,https://www.nairaland.com/famdamsam,,"September 23, 2017",9:49am On Dec 04,,,,1 day & 3 hours
RealPMer,https://www.nairaland.com/realpmer,"Ota, Ogun.","September 27, 2017",2:45pm On Jul 20,It only gets better with consistency.,m,,14 days & 4 hours
caleb8,https://www.nairaland.com/caleb8,,"September 30, 2017",7:59am On Sep 30,,,,13 minutes & 42 seconds
Okuda,https://www.nairaland.com/okuda,,"January 30, 2009",7:46pm On Mar 20,,m,,2 months & 3 days
introvertme,https://www.nairaland.com/introvertme,,"September 01, 2016",11:20pm On Jul 18,,,,1 month & 25 days
2O17,https://www.nairaland.com/2o17,Iran,"September 22, 2016",3:08pm,Busy writing code,,,3 months & 19 days
Oluwatipsy,https://www.nairaland.com/oluwatipsy,,"July 05, 2017",10:06am On Apr 09,,m,,1 day
chukzyfcbb,https://www.nairaland.com/chukzyfcbb,lagos,"December 27, 2016",8:49am,For your affordable Laces......https://www.nairaland.com/4473167/better-lace-na-money-kill#67041238,,,3 months & 21 days
suavetony,https://www.nairaland.com/suavetony,,"January 21, 2015",10:01am On May 04,I love honesty,m,,10 days & 4 hours
globalmind68,https://www.nairaland.com/globalmind68,,"October 05, 2017",11:10am On Jul 12,,m,,7 hours & 27 minutes
dtyla,https://www.nairaland.com/dtyla,Mars,"August 22, 2014",11:02am,i live life to have memories not regrets.,m,,1 month & 7 days
XYZo,https://www.nairaland.com/xyzo,,"October 19, 2016",5:09pm On Jul 24,,,,8 days & 22 hours
ACFreeHost,https://www.nairaland.com/acfreehost,,"October 08, 2017",7:14pm On Dec 27,,,,7 hours & 44 minutes
ojuokohaddie,https://www.nairaland.com/ojuokohaddie,,"October 19, 2017",11:20am On Nov 07,,,,1 hour & 41 minutes
KhingLufem1,https://www.nairaland.com/khinglufem1,,"December 08, 2016",8:04pm On Jul 24,,m,,16 days & 22 hours
tijaniu7,https://www.nairaland.com/tijaniu7,,"October 23, 2017",9:55am On Oct 26,,m,,2 hours & 37 minutes
XaNdEr101,https://www.nairaland.com/xander101,lagos/futa,"December 16, 2016",5:44pm On Nov 08,"proudly melancholic ,ugly and  boring .. let's go into the land where nothing but thoughts exists ",m,@Xand6r,2 days & 18 hours
Dharmiejoe,https://www.nairaland.com/dharmiejoe,,"April 09, 2016",4:33pm On Jul 24,Ama post to be!!,m,,1 month & 1 day
ibromodzi,https://www.nairaland.com/ibromodzi,,"April 03, 2015",10:06pm On Jul 24,,,,2 months & 1 day
tbaby534,https://www.nairaland.com/tbaby534,,"June 27, 2014",3:05pm On Jul 24,,f,,2 months & 8 days
Bambygurl,https://www.nairaland.com/bambygurl,lagos,"September 29, 2016",6:19pm On Feb 23,,f,,7 days & 4 hours
Nicolars,https://www.nairaland.com/nicolars,lagos,"September 16, 2014",7:06pm On Jun 20,,m,NicolarsIsrael,4 months & 6 days
ugreat,https://www.nairaland.com/ugreat,Surulere Lagos,"November 27, 2013",4:28pm,Jesus Christ is Lord!,m,I have too,1 month & 21 days
jijothomas,https://www.nairaland.com/jijothomas,,"November 16, 2017",12:49pm On Jan 28,,,,19 minutes & 58 seconds
antobrige,https://www.nairaland.com/antobrige,"Ladipo,Mushin Lagos State","July 11, 2011",10:34am On Jun 15,"Sale's, Service And Repairs Of Automobiles ",,,21 days & 20 hours
peacesamuel94,https://www.nairaland.com/peacesamuel94,Lekki Lagos,"April 23, 2016",11:03am On Jul 15,,m,,1 month & 26 days
benebaby77,https://www.nairaland.com/benebaby77,,"August 21, 2009",4:24pm,You!,,,6 months & 28 days
Wryhder,https://www.nairaland.com/wryhder,,"November 13, 2015",3:13am,,,,28 days & 18 hours
sparkle6,https://www.nairaland.com/sparkle6,,"December 03, 2017",3:55pm On Mar 26,,m,,18 days & 15 hours
TaiwoPriscilla,https://www.nairaland.com/taiwopriscilla,,"November 23, 2017",9:00pm On Mar 17,,f,Themaveninspire,5 hours & 45 minutes
Haincindy,https://www.nairaland.com/haincindy,,"December 07, 2017",8:52pm On Jan 30,,,,11 hours & 9 minutes
injurybaba,https://www.nairaland.com/injurybaba,Lagos,"August 01, 2016",5:07pm On Dec 27,,m,,6 days & 17 hours
lapazi,https://www.nairaland.com/lapazi,,"October 05, 2015",3:12pm,A lot of PROBLEM in the world would Disappear if we TALK TO EACH OTHER INSTEAD OF ABOUT EACH OTHER!!!,m,,2 months & 28 days
spintex,https://www.nairaland.com/spintex,,"December 07, 2017",12:07am On Aug 17,,,,5 hours & 56 minutes
ashiraf,https://www.nairaland.com/ashiraf,,"August 23, 2017",12:08am On Nov 24,FEAR OF THE LOARD IS THE BEGINING OF WISDOM.,m,,3 days & 21 hours
obasiete,https://www.nairaland.com/obasiete,,"July 04, 2016",9:51pm On Mar 03,,,,5 days
vickzdvipe,https://www.nairaland.com/vickzdvipe,,"August 15, 2017",2:14am On Apr 24,,m,@drealGraffiti,11 days & 21 hours
nadirinamata,https://www.nairaland.com/nadirinamata,,"June 12, 2015",11:51am On Jan 13,,,,3 days & 12 hours
happyjaja,https://www.nairaland.com/happyjaja,,"March 02, 2017",3:58pm On Nov 01,,,,2 days & 1 hour
Rajkumarrrrr,https://www.nairaland.com/rajkumarrrrr,,"October 12, 2017",10:33am On Dec 19,,,,19 minutes & 24 seconds
ElvisSMILE,https://www.nairaland.com/elvissmile,Lagos ,"December 21, 2017",4:01pm On Oct 08,"Learning to appreciate nature keeps me going, always trying to keep myself happy  #Elvis_SMILE",m,okombaifeanyi,1 hour & 12 minutes
HorlarhMheporzy,https://www.nairaland.com/horlarhmheporzy,"Offa kwara, Nigeria","October 14, 2016",12:33am On Feb 26,Love u,m,,1 day & 2 hours
eddymav,https://www.nairaland.com/eddymav,,"October 31, 2008",6:25pm On Mar 14,,,,1 day & 1 hour
fox524,https://www.nairaland.com/fox524,,"December 23, 2017",9:09am On Jan 04,,,,1 hour & 9 minutes
skptricks,https://www.nairaland.com/skptricks,www.skptricks.com ,"October 07, 2017",7:37am On May 31,www.skptricks.com ,,www.skptricks.com ,12 hours & 17 minutes
faithogiga,https://www.nairaland.com/faithogiga,,"March 06, 2017",6:03am On Jul 28,,m,,4 days & 3 hours
WhyAmISoQuiet,https://www.nairaland.com/whyamisoquiet,,"July 02, 2016",8:08pm On Mar 06,,,,6 days & 23 hours
inspirational93,https://www.nairaland.com/inspirational93,,"April 14, 2017",4:05pm On Jul 09,,,,5 days & 22 hours
IamaNigerianGuy,https://www.nairaland.com/iamanigerianguy,,"February 03, 2017",2:31pm,No patience for  Buhari or his deluded supporters. Nigeria deserves better,m,,2 months & 21 days
egorov,https://www.nairaland.com/egorov,Ibadan,"February 13, 2015",3:46pm,,m,,2 months & 4 days
cola,https://www.nairaland.com/cola,,"July 20, 2007",9:04pm On Jul 24,,,,4 months & 5 days
honestpoju,https://www.nairaland.com/honestpoju,,"November 11, 2013",6:15pm On Feb 17,,,,1 month & 2 days
phoenix17,https://www.nairaland.com/phoenix17,,"December 29, 2017",4:01pm On Mar 27,,m,,4 days & 6 hours
JoshMedia,https://www.nairaland.com/joshmedia,Beautiful City,"September 27, 2016",10:28pm On Nov 08,,,,29 days & 20 hours
umez,https://www.nairaland.com/umez,"Enugu, Nigeria.","July 03, 2009",10:21am On Jul 16,Let Love Lead in Christ,m,Prince Umez ,5 hours & 24 minutes
jbichene,https://www.nairaland.com/jbichene,,"November 19, 2013",10:47am On Mar 30,,m,Jbichene,4 days & 19 hours
damzy88,https://www.nairaland.com/damzy88,,"March 04, 2013",4:12pm,,,,7 months & 23 days
crowntoro,https://www.nairaland.com/crowntoro,Earth,"August 19, 2013",9:42am On Jun 11,Be not hasty in thy spirit to be angry: for anger resteth in the bosom of fools. Ecclesiastes 7:9 ,f,,2 months & 16 days
Richkinwe,https://www.nairaland.com/richkinwe,,"January 20, 2012",9:34pm On Feb 20,,,,14 days & 18 hours
hupernikao,https://www.nairaland.com/hupernikao,,"October 21, 2013",5:45pm On Jun 28,,,,2 months & 1 day
Briannapearls,https://www.nairaland.com/briannapearls,,"January 13, 2018",10:27am On Apr 07,,,,3 hours & 6 minutes
Kokaine,https://www.nairaland.com/kokaine,Planet earth ,"October 01, 2016",1:17pm,"Watch out! I'm not a house cat, don't quote me unnecessarily. ",m,,1 month & 10 days
PrettySatan,https://www.nairaland.com/prettysatan,,"January 11, 2018",9:53am On Feb 27,,,,1 day & 13 hours
sweetguy10,https://www.nairaland.com/sweetguy10,Between the devil and the deep blue sea ,"October 28, 2009",4:07pm,Balling !,m,,4 months & 23 days
ehtesham17,https://www.nairaland.com/ehtesham17,,"March 30, 2017",11:13am On May 14,,,,21 minutes & 25 seconds
ugomatt,https://www.nairaland.com/ugomatt,,"January 20, 2018",10:12am On Nov 24,,,,21 minutes & 14 seconds
prestige45,https://www.nairaland.com/prestige45,,"January 21, 2018",3:32am On Oct 04,,,,1 hour & 48 minutes
Ajixegun,https://www.nairaland.com/ajixegun,,"April 23, 2016",10:06am,,,,3 months & 15 days
index007,https://www.nairaland.com/index007,Lagos,"April 23, 2017",6:24am On Jul 27,Think While It is Still Legal.....,m,,1 day & 12 hours
Bahat,https://www.nairaland.com/bahat,,"January 13, 2018",12:42am,Software Engineer ,,,9 days & 22 hours
bularvz,https://www.nairaland.com/bularvz,,"March 18, 2017",10:51pm On Apr 20,,,,22 days & 17 hours
tuyiakin,https://www.nairaland.com/tuyiakin,,"June 10, 2015",10:35pm On Jan 08,,,,4 days & 5 hours
holuphisayor,https://www.nairaland.com/holuphisayor,,"July 17, 2012",7:52am On Mar 24,,m,,5 months & 20 days
Holuwaxheun,https://www.nairaland.com/holuwaxheun,,"May 09, 2013",2:04am,,m,#holuwaxheun,2 months & 15 days
jento,https://www.nairaland.com/jento,Benin City,"January 21, 2018",11:33pm On May 23,Professional Data Scientist,m,,1 day & 5 hours
jbrodaly,https://www.nairaland.com/jbrodaly,Malmö,"November 26, 2011",3:08pm On Nov 19,"""Only from within may we truly shine"" ",m,,1 month & 22 days
quinSonia,https://www.nairaland.com/quinsonia,"Inside your HEART,lol just joking","January 31, 2018",5:36am On Jul 24,Boss lady,f,not on twitter yet,2 months & 1 day
Mboi,https://www.nairaland.com/mboi,,"September 16, 2011",4:21pm On Jul 23,,,,1 month & 10 days
michelKalib,https://www.nairaland.com/michelkalib,nairaland,"February 13, 2018",9:17pm On Mar 03,Look Up,m,michelkalib,1 day & 13 hours
Felixitie,https://www.nairaland.com/felixitie,Ogun state,"April 30, 2012",1:52pm,"Never and never give up,,victory is near",m,,4 months & 17 days
imotech,https://www.nairaland.com/imotech,"128, Okigwe road, Owerri","February 14, 2018",10:27am On May 07,,m,,17 hours & 28 minutes
TargetedTraffic,https://www.nairaland.com/targetedtraffic,USA,"January 25, 2018",5:11am On Mar 01,"My name is James, one of the pioneers of Internet marketing at: http://www.targetedwebtraffic.com",,https://twitter.com/Keyword_Traffic,43 minutes & 20 seconds
Samuel10101,https://www.nairaland.com/samuel10101,,"March 05, 2018",10:15am On Mar 24,,,,19 hours & 58 minutes
Kelgabriel5,https://www.nairaland.com/kelgabriel5,...,"December 12, 2014",7:52am On Jul 10,It's about choice y'all,m,,1 month & 8 days
dhananjayag789,https://www.nairaland.com/dhananjayag789,,"March 07, 2018",11:42am On Jul 30,,,,2 hours & 49 minutes
teflonnerd,https://www.nairaland.com/teflonnerd,NAIJA,"February 16, 2018",8:45am On Nov 14,,m,@akaraogun,2 days & 1 hour
PcashMojo,https://www.nairaland.com/pcashmojo,Lagos,"March 08, 2018",3:13pm On May 31,Give Your Life A Meaning,m,,9 days & 10 hours
Vecto,https://www.nairaland.com/vecto,Mars.,"October 28, 2015",2:23pm On Jul 18,“I will tell you how to become rich. Close the doors. Be fearful when others are greedy. Be greedy when others are fearful.” – Warren Buffett,m,,1 month & 12 days
Serspreader,https://www.nairaland.com/serspreader,Lagos,"September 15, 2014",11:50am On Mar 19,,m,kolapo_imam,7 hours & 23 minutes
Winifred468,https://www.nairaland.com/winifred468,Ijebu ode /Ago iwoye,"June 08, 2015",10:17am On May 11,The Prize of Greatness is Responsibility.,f,@WinnieOdunoku,16 days & 14 hours
eeeshofonie,https://www.nairaland.com/eeeshofonie,,"March 22, 2018",12:11am On Mar 23,,,,17 minutes & 47 seconds
Oyeleye101,https://www.nairaland.com/oyeleye101,Osun,"May 23, 2015",5:23pm On Jul 21,,m,Oyeleye101,13 days & 15 hours
Hemanwel,https://www.nairaland.com/hemanwel,I'm currently located right in the heart of my woman ,"March 30, 2012",7:38pm On Jul 13,"Indecision is a decision.If you are undecided,it means you have decided to be undecided",m,,4 months & 10 days
Damoxy,https://www.nairaland.com/damoxy,,"October 03, 2012",10:36am On Jul 06,,m,,1 month & 6 days
aditya5670,https://www.nairaland.com/aditya5670,,"April 07, 2018",8:31am On Jul 12,,,,3 minutes & 39 seconds
GCG,https://www.nairaland.com/gcg,Nigeria,"March 23, 2008",6:28pm On Nov 03,,m,,3 hours & 21 minutes
Yakmoh,https://www.nairaland.com/yakmoh,,"July 09, 2009",10:58pm On Nov 05,,m,,4 hours & 45 minutes
digona,https://www.nairaland.com/digona,Agege,"October 02, 2016",2:11am On Apr 24,dear is no key to happiness the door is always open ,m,@AlexUleh,21 hours & 22 minutes
Fidelismaria,https://www.nairaland.com/fidelismaria,Business,"July 31, 2015",4:18pm On Jul 24,Become what you have to become in other to overcome ,,,3 months & 10 days
hilaryxoxo,https://www.nairaland.com/hilaryxoxo,,"February 09, 2018",10:36pm On Nov 06,I hate mediocrity with every cell in my blood,f,,2 days & 1 hour
Okoyeifeanyi95,https://www.nairaland.com/okoyeifeanyi95,Lagos,"December 04, 2017",12:44am On Aug 18,NEVER GIVE UP,m,IamBEN_MUFC,3 days & 10 hours
Unlimited22,https://www.nairaland.com/unlimited22,Port Harcourt ,"January 02, 2016",4:21pm,For the love of Jesus!!! ,,@programtor,6 months & 4 days
Bigboy289,https://www.nairaland.com/bigboy289,UAR,"May 07, 2018",12:28pm On Jun 22,With God all things are possible,m,,8 days & 15 hours
arizonal2012,https://www.nairaland.com/arizonal2012,,"December 09, 2012",6:30pm On Apr 09,God Is My Tutor!,m,,21 hours & 22 minutes
diamond88,https://www.nairaland.com/diamond88,,"September 21, 2014",10:37pm On Jun 03,power is nothing without control ,,,10 days & 3 hours
lekzytaker,https://www.nairaland.com/lekzytaker," Southwest Nigeria","May 13, 2018",5:01pm On Jul 07,I believe in vision.,m,,19 days & 20 hours
CharlesJok3r,https://www.nairaland.com/charlesjok3r,In a Co-Location ,"January 01, 2018",11:49pm On Jul 24,Be Kind,,,2 months & 21 days
kuhak8,https://www.nairaland.com/kuhak8,,"May 22, 2018",11:24am On Sep 13,,,,27 minutes & 37 seconds
BrianRoss,https://www.nairaland.com/brianross,earth,"December 01, 2015",9:19am On Aug 12,"Everybody wants happiness and nobody wants pain, but you can't have a rainbow without a little rain.",,,12 days & 16 hours
supportlenovo,https://www.nairaland.com/supportlenovo,,"May 30, 2018",1:47pm On May 31,,,,2 minutes & 20 seconds
24hoursreporter,https://www.nairaland.com/24hoursreporter,,"October 14, 2017",7:30am On Aug 10,,,,14 days & 15 hours
kay2care,https://www.nairaland.com/kay2care,,"March 30, 2010",10:05am On Aug 15,,,,16 hours & 36 minutes
Kenturkey048,https://www.nairaland.com/kenturkey048,Lagos,"February 10, 2016",1:23pm,All the so called secret of success will not work unless you do.,m,,2 months & 15 days
Oiselenjakhian,https://www.nairaland.com/oiselenjakhian,Lagos,"January 14, 2015",6:32pm On Jul 09,Faith begins when statistics ends.,m,@trustonailende,2 days & 12 hours
mejorhofficial,https://www.nairaland.com/mejorhofficial,Lagos,"December 27, 2016",3:58pm On Jul 16,,m,,6 days & 13 hours
ericbertrand,https://www.nairaland.com/ericbertrand,quelque part,"April 28, 2018",4:28pm,God's given me all this. ,m,,1 month & 28 days
adammessinger,https://www.nairaland.com/adammessinger,Anchorage,"December 02, 2016",10:13pm On Oct 29,,m,,2 hours & 28 minutes
virtualking,https://www.nairaland.com/virtualking,,"June 08, 2018",9:09am On Jun 11,,,,29 minutes & 17 seconds
Ethenthomaz,https://www.nairaland.com/ethenthomaz,,"December 11, 2017",8:28am On Aug 15,,,,1 hour & 12 minutes
derahhh,https://www.nairaland.com/derahhh,,"February 06, 2016",8:28am On Jul 24,,m,,10 days & 8 hours
HouseJustice,https://www.nairaland.com/housejustice,,"May 02, 2018",4:29am On Oct 24,,m,,3 hours & 3 minutes
ramd2530,https://www.nairaland.com/ramd2530,,"June 14, 2018",12:05am On Jun 15,,,,6 minutes & 48 seconds
abiriba,https://www.nairaland.com/abiriba,,"April 03, 2008",8:55am On Apr 16,,,,4 days & 9 hours
valleyice,https://www.nairaland.com/valleyice,Abuja,"January 17, 2011",11:57am On Jun 03,,m,,11 hours & 50 minutes
CodePlay1,https://www.nairaland.com/codeplay1,Abuja,"January 17, 2017",7:28pm On May 29,App developer,m,,1 day & 23 hours
rexcharlie,https://www.nairaland.com/rexcharlie,Abuja ,"January 14, 2018",12:15pm On Oct 16,"I was here.... I lived, I loved. ",m,...... ,29 days & 13 hours
HackTheLife,https://www.nairaland.com/hackthelife,,"March 30, 2018",8:22pm On Jul 21,,,,42 minutes & 9 seconds
mbz101,https://www.nairaland.com/mbz101,,"May 26, 2008",4:51pm On Apr 28,yuppyemoney,m,,14 days & 1 hour
U1,https://www.nairaland.com/u1,IKD,"January 02, 2007",12:53pm,"Fear God and live right. http://www.viqta.com -- Tech, Nigerian scholarships, opinions and general information. PLEASE CALL MY ATTENTION HERE FIRST BEFORE SENDING PM.",m,,1 month & 19 days
sai963,https://www.nairaland.com/sai963,,"July 07, 2018",11:57am On Jul 07,,,,50 minutes & 16 seconds
dragnet,https://www.nairaland.com/dragnet,My GheTTo,"August 02, 2007",12:13pm,::::,,,10 months & 4 days
Kvngfrosh,https://www.nairaland.com/kvngfrosh,Somewhere,"January 06, 2018",4:33pm,,m,,2 months & 27 days
tollyboy5,https://www.nairaland.com/tollyboy5,lagos,"November 09, 2015",3:49pm On Jul 23,atheist,m,,3 months & 1 day
Adegbem01,https://www.nairaland.com/adegbem01,,"December 22, 2015",7:53am,Happiness and love¿ not overrated. sex is a mystery to be solved,m,,1 month & 12 days
BetterKola,https://www.nairaland.com/betterkola,,"July 20, 2018",10:33pm On Jul 23,Heal the World ! Spread Love and Heal the world.,,,1 month & 5 days
BlackAdam55,https://www.nairaland.com/blackadam55,,"February 08, 2018",1:39pm On Jul 24,,m,,16 days & 7 hours
softwarestreets,https://www.nairaland.com/softwarestreets,,"August 03, 2018",7:14am On Aug 22,,,,20 minutes & 30 seconds
BoleAndFish,https://www.nairaland.com/boleandfish,,"November 30, 2016",11:03pm On Jul 11,,,,2 months & 7 days
adityas1,https://www.nairaland.com/adityas1,,"August 26, 2018",11:55am On Aug 26,,,,3 minutes & 47 seconds
MRPEEREHSH,https://www.nairaland.com/mrpeerehsh,,"September 01, 2018",2:03pm On Apr 13,,m,,1 day & 1 hour
frankfrancis871,https://www.nairaland.com/frankfrancis871,Internet,"August 28, 2018",5:40pm On Dec 17,,,,21 days & 19 hours
seunpapilo,https://www.nairaland.com/seunpapilo,,"October 15, 2014",10:20pm On Apr 28,,,,19 hours & 59 minutes
4601CE,https://www.nairaland.com/4601ce,,"July 06, 2018",6:13am,,m,,1 month & 12 days
KronicMorris,https://www.nairaland.com/kronicmorris,Where the Boys 'at,"January 07, 2016",6:00pm On Jul 07,"My  Life, Tech, Food, Chronic Thoughts, Girls, Inventions, Learn and I'm Nice, until you take me for granted....",m,Cypher_kind ,1 day & 21 hours
Dahyur119,https://www.nairaland.com/dahyur119,,"December 22, 2017",3:56pm On Mar 18,,,,1 month & 13 days
makano,https://www.nairaland.com/makano,,"November 16, 2017",12:04am On Jul 20,"For your Professional services for Canada Study, Spousal and Visiting permit Application, Review, Vetting and re-write of SOP and LOE, send us a message to makanoglobalservices@gmail.com ",m,,1 month & 4 days
Elliyas,https://www.nairaland.com/elliyas,,"June 21, 2017",9:54am On Sep 22,Love to learn and share,m,@Elliyas_Ahmed,20 minutes & 24 seconds
SpeedLimit,https://www.nairaland.com/speedlimit,,"September 24, 2018",1:34pm On Sep 26,,f,,8 hours & 8 minutes
willez55,https://www.nairaland.com/willez55,Lagos,"February 15, 2017",7:09pm On May 25,Friendly,m,,1 month & 1 day
AlexMill,https://www.nairaland.com/alexmill,,"October 03, 2018",9:11am On Oct 31,,m,,3 hours & 57 minutes
nwaobitex,https://www.nairaland.com/nwaobitex,,"September 06, 2013",2:51pm On Mar 03,,,@IsaacObitex,1 month & 18 days
duac,https://www.nairaland.com/duac,,"January 12, 2017",6:27pm On Dec 05,,,,13 hours & 21 minutes
dlawnoni,https://www.nairaland.com/dlawnoni,,"April 21, 2017",10:47pm On Dec 13,,,,1 month & 1 day
AffiliateBaron,https://www.nairaland.com/affiliatebaron,Portharcourt,"August 11, 2018",1:41am On Dec 08,This is where products get value via our youtube channel. visit us @ https:/www.youtube.com/productsweuse,m,@useproducts,23 hours & 1 minute
adityabest,https://www.nairaland.com/adityabest,,"October 25, 2018",2:15pm On Oct 25,,,,1 minute & 54 seconds
philo4realz,https://www.nairaland.com/philo4realz,,"April 16, 2017",6:18am On Mar 26,,,,2 days & 21 hours
kennedythacode,https://www.nairaland.com/kennedythacode,,"October 12, 2018",2:09am On Sep 01,,,,6 days
horia,https://www.nairaland.com/horia,,"June 03, 2017",3:47pm,,,,15 days & 6 hours
dgee1,https://www.nairaland.com/dgee1,Lagos,"July 17, 2018",2:22pm,,m,,3 months & 15 days
dontro,https://www.nairaland.com/dontro,Nigeria,"March 18, 2017",3:27pm,,m,https://twitter.com/zestmade,28 days & 13 hours
jelel6,https://www.nairaland.com/jelel6,,"June 28, 2013",11:34am,,,,4 months & 7 days
ravivc,https://www.nairaland.com/ravivc,,"November 07, 2018",1:26pm On Dec 13,,,,5 minutes & 17 seconds
honingds,https://www.nairaland.com/honingds,,"November 11, 2018",11:23am On Jun 09,,,,1 hour & 3 minutes
misaacdelight,https://www.nairaland.com/misaacdelight,abuja,"August 27, 2016",5:39pm On Jul 02,symbolic misaacdelight,m,@misaacdelight,2 days & 7 hours
Softhands,https://www.nairaland.com/softhands,,"August 24, 2015",8:37am,,m,,3 months & 12 days
Johnmattee,https://www.nairaland.com/johnmattee,Gotham city,"September 07, 2018",5:35pm On Jul 24,"Life, as in chess, forethought wins",m,,1 month & 2 days
sureshdasari,https://www.nairaland.com/sureshdasari,,"August 29, 2018",4:43pm On May 14,,,,49 minutes & 21 seconds
DutchNegro,https://www.nairaland.com/dutchnegro,Lagos,"July 09, 2013",9:08am On Mar 27,Heaven is Priceless,m,@Dutch_Negro,12 days & 12 hours
coursesblog,https://www.nairaland.com/coursesblog,,"November 20, 2018",5:29pm On Nov 20,,,,5 minutes & 16 seconds
cliqtips,https://www.nairaland.com/cliqtips,,"October 28, 2016",11:13am,,,,24 days & 9 hours
Jidesam01,https://www.nairaland.com/jidesam01,,"September 26, 2017",1:29pm,,,,1 month & 18 days
Richybaby,https://www.nairaland.com/richybaby,,"November 29, 2018",9:36am On Feb 27,,,,1 day & 1 hour
clintoo1,https://www.nairaland.com/clintoo1,,"April 24, 2018",1:28am On Apr 29,,,,11 hours & 53 minutes
masterfactor,https://www.nairaland.com/masterfactor,lagos,"June 19, 2015",5:52am,,m,,3 months & 20 days
Regiinald,https://www.nairaland.com/regiinald,,"October 10, 2018",1:36pm On Apr 25,,,,5 days & 13 hours
Tekpost,https://www.nairaland.com/tekpost,,"September 04, 2018",2:51pm On Dec 28,,,,2 hours & 32 minutes
assurancefemi,https://www.nairaland.com/assurancefemi,,"July 05, 2016",10:16am On Jun 06,,,,8 days
ThetruthMAN,https://www.nairaland.com/thetruthman,LAGOS,"December 17, 2018",8:43pm On Jun 29,,,,7 hours & 7 minutes
nurain150,https://www.nairaland.com/nurain150,Ikd,"January 12, 2015",4:40pm On Jul 23,"I am cool,loving guy,I am also  Pen tester,hacker,programmerwishing to hire hmmm drop the messsage on my work mail.It highly painful nairaland once most useful forum is dead(programming)",m,This guy wey lock my acc,24 days & 7 hours
airsaylongcon,https://www.nairaland.com/airsaylongcon,,"December 19, 2013",7:13pm On Jan 26,Give me one chance to redeem myself and I will sin no more - Don Michael Corleone ,,,4 months & 5 days
ARCHEMEDESME,https://www.nairaland.com/archemedesme,Anambara,"September 09, 2016",3:42pm,"If your facts dont fit the theory ,change the theory",m,,3 months & 3 days
Horlaarsco,https://www.nairaland.com/horlaarsco,,"August 04, 2014",10:09am On Jul 15,,,,27 days & 6 hours
Felixv,https://www.nairaland.com/felixv,,"June 28, 2007",3:47am On May 26,,,,25 days & 8 hours
EfemenaXY,https://www.nairaland.com/efemenaxy,London,"October 03, 2008",1:35am On Jan 05,Cool 'n Classy!,,,5 months & 24 days
hichamaziz,https://www.nairaland.com/hichamaziz,,"April 30, 2017",12:50pm On Jan 04,,,,1 hour & 59 minutes
Chriswazo,https://www.nairaland.com/chriswazo,Europe.,"August 20, 2013",3:37pm,You can be what you want!,m,,4 months & 6 days
baralatie,https://www.nairaland.com/baralatie,lagos,"March 02, 2006",2:31pm,,m,,5 months & 28 days
texx,https://www.nairaland.com/texx,,"November 25, 2014",11:50am On Jul 04,,,,5 days & 18 hours
topmost0029,https://www.nairaland.com/topmost0029,,"August 22, 2017",8:39pm On Jul 23,,m,,28 days
ikenna930,https://www.nairaland.com/ikenna930,"Aba, Abia state","June 17, 2015",12:31pm,Always develop yourself,m,,29 days
DrThanos,https://www.nairaland.com/drthanos,,"January 07, 2019",12:48am On Apr 02,,,,4 days & 16 hours
promisedeco,https://www.nairaland.com/promisedeco,,"October 04, 2014",3:04pm,,m,,1 month & 20 days
EvilSec,https://www.nairaland.com/evilsec,,"January 09, 2019",4:23pm On Jun 11,,,,16 days & 17 hours
MrAwesome001,https://www.nairaland.com/mrawesome001,Nigeria,"January 07, 2017",11:02am On Jun 14,,m,twitter.com/_iamMrAwesome,1 day & 2 hours
Ajibolatao,https://www.nairaland.com/ajibolatao,Lagos,"December 16, 2013",4:27pm,,m,@ajibolatao,2 months & 16 days
deva123,https://www.nairaland.com/deva123,,"October 09, 2018",12:45pm On Aug 30,,m,,17 minutes & 5 seconds
DUBEMPAULEX,https://www.nairaland.com/dubempaulex,Unizik,"September 21, 2015",3:03am,,m,,16 hours & 38 minutes
sndev,https://www.nairaland.com/sndev,,"January 22, 2019",9:54am On Jan 30,,,,24 minutes & 4 seconds
